,action,observation.effort,observation.force_torque,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
102,"[ 0.35362557  0.6695782  -0.06787427  2.4008644   0.13342473  2.0705369
 -3.072088    0.        ]","[-9.2804563e-01 -4.7238922e+01 -1.0767506e+00  1.6420879e+01
  7.6573558e-02 -1.9081488e+00  3.2551873e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3522154   0.6781806  -0.06718261  2.414127    0.13476212  2.0667036
 -3.0732863   0.        ]","[ 0.00890257 -0.07022756  0.00044513 -0.1127202  -0.0001712   0.04191055
  0.00287621  0.        ]",3.4,102,0,102,0
103,"[ 0.35476017  0.66711175 -0.06851768  2.3972874   0.13161227  2.07024
 -3.0720286   0.        ]","[ 1.9421937e+00 -4.1644836e+01 -5.5414152e-01  1.9269485e+01
  1.8597458e-01 -1.6893889e+00  6.7520398e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.35259506  0.67530054 -0.06718261  2.4098148   0.13457997  2.068341
 -3.0731273   0.        ]","[ 8.2177538e-03 -6.1496194e-02  5.9476234e-18 -9.2963345e-02
 -3.5952674e-03  3.5986915e-02  3.1501390e-03  0.0000000e+00]",3.4333334,103,0,103,0
104,"[ 0.35475436  0.66583645 -0.06858234  2.3952565   0.13177088  2.0699759
 -3.0715435   0.        ]","[-1.7635176e+00 -4.3825191e+01 -1.5409651e+00  1.6843075e+01
 -9.1274962e-02  2.6826117e+00  1.0432977e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3527945   0.67415196 -0.06724013  2.4080584   0.13438247  2.0687878
 -3.072949    0.        ]","[ 0.00832048 -0.05632586 -0.00102722 -0.08371837 -0.006403    0.02879638
  0.00534154  0.        ]",3.4666667,104,0,104,0
105,"[ 0.3548584   0.6638835  -0.06871759  2.3918831   0.13189349  2.069217
 -3.0708687   0.        ]","[ -2.3196454  -44.235       -1.0871618   19.521454     1.8299444
  -0.850351     0.30519167   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3533103   0.6716343  -0.06741654  2.403836    0.13384558  2.0695202
 -3.0724945   0.        ]","[ 0.01129941 -0.05803789 -0.00390343 -0.0938536  -0.0118815   0.01749697
  0.01034067  0.        ]",3.5,105,0,105,0
106,"[ 0.35515836  0.6625183  -0.0687478   2.3895936   0.13156183  2.0687954
 -3.070895    0.        ]","[ -2.1186454  -45.038998    -1.0871618   18.919804     1.5864193
  -0.696351     0.40319166   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35348287  0.67084813 -0.06755076  2.402724    0.13360398  2.0696027
 -3.0723794   0.        ]","[ 0.01229239 -0.05899663 -0.00554698 -0.09525747 -0.0139017   0.01455227
  0.01016947  0.        ]",3.5333333,106,0,106,0
107,"[ 0.35710165  0.658157   -0.0702946   2.383002    0.12923251  2.0636885
 -3.0682003   0.        ]","[ -2.5865824 -55.585606   -0.7792915   5.7654676   1.6148194  -2.1179304
   0.2865048   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.3543419   0.66692305 -0.06819503  2.3967798   0.1324995   2.0696507
 -3.0716355   0.        ]","[ 0.01266904 -0.06070866 -0.00979282 -0.08916263 -0.01588766  0.00013696
  0.01150486  0.        ]",3.5666666,107,0,107,0
108,"[ 0.35804278  0.65597826 -0.07116136  2.3806157   0.12848727  2.056672
 -3.0660548   0.        ]","[ -2.5865824 -55.585606   -0.7792915   5.7654676   1.6148194  -2.1179304
   0.2865048   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.3543419   0.66692305 -0.06819503  2.3967798   0.1324995   2.0696507
 -3.0716355   0.        ]","[ 0.01266904 -0.06070866 -0.00979282 -0.08916263 -0.01588766  0.00013696
  0.01150486  0.        ]",3.6,108,0,108,0
109,"[ 0.3585617   0.65462637 -0.07201343  2.3798501   0.12822257  2.051735
 -3.063302    0.        ]","[ -2.3952978  -44.375225    -1.241644    17.382135     1.3351145
  -0.31763735  -0.26110092   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35517982  0.6637362  -0.06875877  2.39171     0.13149667  2.0678406
 -3.0707917   0.        ]","[ 0.01393594 -0.05286755 -0.00958738 -0.08275963 -0.01705184 -0.03156987
  0.01427835  0.        ]",3.6333334,109,0,109,0
110,"[ 0.35835853  0.65402573 -0.07249542  2.379164    0.12910199  2.0502827
 -3.0603776   0.        ]","[ -3.4506216  -42.358994    -0.4023749   20.386044     1.7029083
   0.11467143  -0.6014256    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35529295  0.66345054 -0.06882396  2.3911462   0.13138546  2.0676124
 -3.070694    0.        ]","[ 0.01431259 -0.05023102 -0.00965586 -0.08128729 -0.01722304 -0.03321342
  0.01444955  0.        ]",3.6666667,110,0,110,0
111,"[ 0.3597975   0.65192056 -0.0735679   2.3760493   0.12711447  2.0467856
 -3.0585315   0.        ]","[ -1.8049536  -48.84177      0.47045854  17.020693     0.97761786
  -1.2898151    0.13095635   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35645303  0.66022724 -0.06981339  2.3861244   0.13006431  2.0634093
 -3.0686576   0.        ]","[ 0.0190378  -0.05160065 -0.01612734 -0.08077367 -0.02136616 -0.06998787
  0.03393248  0.        ]",3.7,111,0,111,0
112,"[ 0.36017022  0.650825   -0.07381929  2.3743732   0.12733772  2.042535
 -3.0572317   0.        ]","[  3.5845    -57.912216   -9.781453    8.395095    1.2978859  -4.7024207
   4.3787446   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.35702637  0.6585111  -0.07050367  2.384157    0.1296233   2.060117
 -3.066905    0.        ]","[ 0.02235914 -0.06214677 -0.02294123 -0.0828966  -0.02037318 -0.1127202
  0.05447686  0.        ]",3.7333333,112,0,112,0
113,"[ 0.36033404  0.6495368  -0.07393307  2.371949    0.12857135  2.0369048
 -3.0553527   0.        ]","[ -3.037395   -41.923664     1.8685954   17.944422     1.0411822
   0.4005578   -0.92666537   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35757476  0.6567988  -0.07119589  2.3822799   0.12927431  2.0567346
 -3.0647018   0.        ]","[ 0.02170857 -0.06567355 -0.02633105 -0.07467884 -0.01571646 -0.1284709
  0.0746446   0.        ]",3.7666667,113,0,113,0
114,"[ 0.36124808  0.64780736 -0.07493304  2.3696544   0.12815602  2.0324488
 -3.0515912   0.        ]","[ -1.973685   -42.51777      1.0665531   16.431164     0.66780263
  -0.15411688  -0.5016685    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35795057  0.6556771  -0.07167526  2.381066    0.128933    2.0544548
 -3.0633461   0.        ]","[ 0.02095527 -0.06563931 -0.02711859 -0.07074117 -0.01523709 -0.13155255
  0.07936981  0.        ]",3.8,114,0,114,0
115,"[ 0.36326855  0.64466685 -0.07595476  2.3644001   0.1268618   2.026348
 -3.048071    0.        ]","[-1.0776222e+00 -5.5939350e+01  1.1029682e+00  7.1111612e+00
 -3.6360513e-02 -4.2593398e+00 -4.3666655e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3591375   0.6525804  -0.07291011  2.3765101   0.12846898  2.0460753
 -3.0593271   0.        ]","[ 0.02119496 -0.05529864 -0.02205097 -0.08135577 -0.00828624 -0.1496316
  0.07176839  0.        ]",3.8333333,115,0,115,0
116,"[ 0.36371297  0.6436071  -0.07605676  2.3621085   0.12683734  2.0242712
 -3.047495    0.        ]","[ 10.917833   -56.687187    -9.737276     6.9060497   -0.13537292
  -4.7530165    3.7194302    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.35947114  0.6518172  -0.0732169   2.3752697   0.12842679  2.0435922
 -3.058031    0.        ]","[ 0.01951717 -0.04954621 -0.01927748 -0.07731537 -0.00356103 -0.14829622
  0.07276136  0.        ]",3.8666666,116,0,116,0
117,"[ 0.36414924  0.6420481  -0.07596222  2.3586736   0.12792026  2.0199714
 -3.0458374   0.        ]","[-1.7112932e+00 -4.4902702e+01  1.2306515e+00  1.7895861e+01
  2.1192302e-01 -1.6650935e-01 -1.9067612e-02  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3598834   0.65089107 -0.07359273  2.3739119   0.12837502  2.0410976
 -3.056585    0.        ]","[ 0.01931172 -0.04632759 -0.01831874 -0.07149446 -0.00215716 -0.13836643
  0.07259016  0.        ]",3.9,117,0,117,0
118,"[ 0.36563933  0.63830113 -0.07672228  2.3519692   0.12807584  2.0118454
 -3.041762    0.        ]","[ -0.8451049  -45.76127     -9.23514     17.460056    -6.190268
  -0.14416239  -0.3941918    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.36168775  0.6473802  -0.07483333  2.368219    0.12768473  2.0325706
 -3.051851    0.        ]","[ 0.03095354 -0.05879118 -0.02057863 -0.09734615 -0.01218967 -0.1447352
  0.0797807   0.        ]",3.9333334,118,0,118,0
119,"[ 0.3661387   0.63693464 -0.07694587  2.3494065   0.12813632  2.0095243
 -3.0405655   0.        ]","[ -1.6843423  -44.342846     1.2944722   17.328638    -5.980134
  -0.7231963   -0.39746934   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3623071   0.64605516 -0.07516314  2.3660963   0.12756968  2.0297346
 -3.0504513   0.        ]","[ 0.03057689 -0.05879118 -0.01777089 -0.09861305 -0.01013523 -0.13617504
  0.06844705  0.        ]",3.9666667,119,0,119,0
120,"[ 0.36641228  0.63614124 -0.07695978  2.3475726   0.12805425  2.0082288
 -3.0403597   0.        ]","[ -0.8446295 -43.228096    1.1944755  16.678425   -0.1366253  -0.8520742
  -0.7871973   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.36319488  0.6438904  -0.0755754   2.362367    0.12756968  2.0247588
 -3.0480466   0.        ]","[ 0.02314667 -0.05396325 -0.01085428 -0.0924155  -0.00068481 -0.1233348
  0.05861998  0.        ]",4.0,120,0,120,0
121,"[ 0.3670919   0.63352156 -0.07688003  2.3424268   0.12878342  2.0036945
 -3.0388362   0.        ]","[ 11.560706  -54.833992   -9.347271    7.300173   -0.308926   -4.163318
   3.6169996   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.36366466  0.6427456  -0.07580933  2.3601925   0.12756968  2.0220628
 -3.0467772   0.        ]","[ 2.2598824e-02 -5.5367120e-02 -1.0751562e-02 -9.9092416e-02
 -4.5994953e-16 -1.2860785e-01  6.0023848e-02  0.0000000e+00]",4.0333333,121,0,121,0
122,"[ 0.36723983  0.6326969  -0.0769223   2.3406167   0.12904282  2.0022018
 -3.0382254   0.        ]","[ -0.8429992  -45.45843      1.3910375   17.871124     0.3028208
   0.25650853  -0.17444052   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3643607   0.6412078  -0.07611229  2.3570707   0.12764062  2.018362
 -3.0450325   0.        ]","[ 0.02225642 -0.05279907 -0.01058036 -0.10128382  0.0012669  -0.12306087
  0.05793517  0.        ]",4.0666666,122,0,122,0
123,"[ 0.3678041   0.6300204  -0.07709643  2.335088    0.12956098  1.9982948
 -3.0365982   0.        ]","[ -0.97531414 -44.5712       1.5657114   19.519022     0.54798836
   0.328024    -1.1630666    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3650299   0.63942456 -0.07635773  2.3537555   0.12777677  2.0148761
 -3.0434103   0.        ]","[ 0.02098951 -0.05259363 -0.00835472 -0.09953755  0.00349255 -0.11213811
  0.05132672  0.        ]",4.1,123,0,123,0
124,"[ 0.36820275  0.62868077 -0.07707877  2.3324275   0.12970436  1.9968266
 -3.0361133   0.        ]","[ 10.972952  -55.269764   -3.4447825   6.0438952  -0.5207594  -4.828086
   3.7790399   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.3658851   0.63688004 -0.07657057  2.348958    0.12814492  2.0101495
 -3.0414736   0.        ]","[ 0.02109224 -0.06221525 -0.00585515 -0.11498008  0.00801231 -0.11686331
  0.04875867  0.        ]",4.133333,124,0,124,0
125,"[ 0.3687126   0.62588614 -0.07724056  2.3266582   0.13023676  1.9929626
 -3.0347097   0.        ]","[ 10.081902   -43.691875    -2.14459     16.89534     -1.8644903
  -1.16164      0.08643046   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.36631843  0.6355685  -0.07666069  2.3464077   0.1283846   2.0077622
 -3.0405226   0.        ]","[ 0.02116072 -0.06492026 -0.00499913 -0.12141732  0.01040915 -0.11967105
  0.04845051  0.        ]",4.1666665,125,0,125,0
126,"[ 0.36905465  0.6241674  -0.07731638  2.3229783   0.13038836  1.9906276
 -3.0342329   0.        ]","[  9.622129   -55.33887     -3.7653368    7.072451    -0.59712434
  -4.9374743    2.9386408    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.36709312  0.63295114 -0.0768256   2.340872    0.12889656  2.0031738
 -3.0386453   0.        ]","[ 0.0151686  -0.05064191 -0.00318438 -0.1064884   0.00989555 -0.08892295
  0.0373223   0.        ]",4.2,126,0,126,0
127,"[ 0.36946836  0.62057    -0.07739392  2.3154886   0.13122265  1.985946
 -3.0329347   0.        ]","[ -2.5504575  -43.495144     1.0140233   19.0309       0.4769929
   0.25360486  -1.2034584    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3673673   0.63181794 -0.0768927   2.338519    0.12910174  2.001381
 -3.0379531   0.        ]","[ 0.01393594 -0.05187457 -0.0031159  -0.11049455  0.00982706 -0.08642338
  0.03543907  0.        ]",4.233333,127,0,127,0
128,"[ 0.36966997  0.6179374  -0.07732232  2.3093345   0.13191645  1.9834096
 -3.032496    0.        ]","[ -2.7137413  -44.02061      0.63780147  18.482195    -1.8282452
  -0.5023513   -0.6979767    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.36790228  0.62946707 -0.07702117  2.33362     0.12951975  1.9978642
 -3.036726    0.        ]","[ 0.01352505 -0.05721612 -0.00318438 -0.12175973  0.0104434  -0.08885447
  0.03187804  0.        ]",4.266667,128,0,128,0
129,"[ 0.37004718  0.61517066 -0.07729584  2.3031344   0.13225481  1.9811462
 -3.0321603   0.        ]","[ -2.3117414  -44.606857     0.63780147  18.396244    -1.7566202
  -0.75435126  -0.22197668   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3681669   0.62814593 -0.07708254  2.330857    0.12973067  1.9959602
 -3.0361295   0.        ]","[ 0.01338809 -0.0607429  -0.0031159  -0.12901874  0.01054612 -0.09080619
  0.03040569  0.        ]",4.3,129,0,129,0
130,"[ 0.37031373  0.6130241  -0.07729784  2.2988546   0.13255323  1.9787257
 -3.0318398   0.        ]","[ -2.591362   -43.389122    -0.20035557  18.367508    -1.4883852
  -0.38040963  -0.16026758   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3688591   0.6244452  -0.07721676  2.323423    0.13034043  1.9910381
 -3.0345726   0.        ]","[ 0.01140213 -0.05954448 -0.00212292 -0.12268423  0.01016947 -0.08094488
  0.02568048  0.        ]",4.3333335,130,0,130,0
131,"[ 0.37083274  0.61057496 -0.07738888  2.2935631   0.13244145  1.9767252
 -3.0315335   0.        ]","[ -1.4246624 -54.628063   -1.493561    7.6000643  -1.5179799  -3.6703632
   3.2114203   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.3690221   0.6234079  -0.07723977  2.3212812   0.13057053  1.9896555
 -3.0341372   0.        ]","[ 0.00914225 -0.05115552 -0.00136963 -0.10614599  0.01030643 -0.06892642
  0.02208521  0.        ]",4.366667,131,0,131,0
132,"[ 0.37138104  0.6088118  -0.07736909  2.289467    0.1319445   1.9755268
 -3.0320768   0.        ]","[  1.4223888  -44.828278    -0.37535405  18.45947     -1.3748837
  -0.11022885  -0.6949085    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.36928862  0.62122965 -0.07727236  2.316307    0.13105756  1.9870056
 -3.0334547   0.        ]","[ 0.00708781 -0.05273059 -0.00089026 -0.11970529  0.01205271 -0.06711166
  0.01845571  0.        ]",4.4,132,0,132,0
133,"[ 0.37149084  0.6077093  -0.07737033  2.2872558   0.1321538   1.9745059
 -3.031889    0.        ]","[  0.20374157 -44.464043    -0.9034334   16.030378     6.0512486
  -0.18027553   2.898083     0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.36949188  0.6193716  -0.07728387  2.3123994   0.13138737  1.9852377
 -3.0330713   0.        ]","[ 0.00756718 -0.06522842 -0.00061633 -0.14589939  0.01325113 -0.07108358
  0.01640127  0.        ]",4.4333334,133,0,133,0
134,"[ 0.37176645  0.60642713 -0.07735756  2.284359    0.13217814  1.9731472
 -3.0318434   0.        ]","[  0.52218026 -44.552174    -0.70550936  17.957928    -1.2000078
  -0.7188456   -0.4960028    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3697603   0.61719906 -0.07729538  2.3074906   0.13178046  1.9829328
 -3.0326455   0.        ]","[ 0.00784111 -0.06522842 -0.00034241 -0.14610483  0.01191574 -0.06735134
  0.01325113  0.        ]",4.4666667,134,0,134,0
135,"[ 0.3719899   0.6051408  -0.07739618  2.2816424   0.1321768   1.9718078
 -3.0316923   0.        ]","[-1.5880559e-01 -5.4839375e+01 -9.9178970e-01  1.6806065e+01
 -2.2576589e-02 -3.7593470e+00  3.1067581e+00  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.36990798  0.6159393  -0.07730304  2.3048291   0.13194536  1.9816769
 -3.0324366   0.        ]","[ 0.00743022 -0.06129075 -0.00034241 -0.13518205  0.00996403 -0.06358487
  0.01133365  0.        ]",4.5,135,0,135,0
136,"[ 0.37309185  0.6018479  -0.077771    2.2743943   0.13139291  1.9680035
 -3.0307782   0.        ]","[ 1.0027882e+01 -5.4070961e+01 -1.4121064e+00  7.1461029e+00
 -6.6735886e-02 -3.9151115e+00  1.3103823e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.37048703  0.6126259  -0.07731263  2.2979455   0.1320278   1.9788046
 -3.0322082   0.        ]","[ 0.01140213 -0.06718014 -0.00023968 -0.13980454  0.0021914  -0.06033201
  0.00520458  0.        ]",4.5333333,136,0,136,0
137,"[ 0.37353137  0.5990125  -0.07786462  2.2688313   0.13139737  1.9654012
 -3.0305662   0.        ]","[ 1.01813545e+01 -5.68248367e+01 -2.73900414e+00  4.51049471e+00
 -3.09592336e-01 -5.00872707e+00  8.16882646e-04  0.00000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.37082067  0.6111053  -0.07731455  2.2943578   0.13206233  1.9774239
 -3.032118    0.        ]","[ 1.33538507e-02 -6.84812889e-02 -1.02721926e-04 -1.48844078e-01
  1.40386634e-03 -6.02292903e-02  3.93767375e-03  0.00000000e+00]",4.5666666,137,0,137,0
138,"[ 0.374158    0.5976423  -0.07787487  2.264963    0.13155603  1.9625262
 -3.0297656   0.        ]","[-1.7589941e+00 -5.5124123e+01 -1.3179717e+00  7.6215882e+00
 -5.0480872e-02  1.2050664e-01  1.5189118e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3713154   0.6086587  -0.07732414  2.2889736   0.13209875  1.9750309
 -3.031942    0.        ]","[ 0.012806   -0.06242069 -0.00020544 -0.13874309  0.00102722 -0.06043473
  0.00431432  0.        ]",4.6,138,0,138,0
139,"[ 0.3751084   0.5949709  -0.07812851  2.2596555   0.13102967  1.9601077
 -3.0289254   0.        ]","[ 1.0196502e+01 -5.4031696e+01 -2.4833920e+00  7.0984488e+00
 -1.8522215e-01 -4.1404004e+00  8.6789887e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.37185228  0.606258   -0.07741426  2.284059    0.13209875  1.9726495
 -3.0315852   0.        ]","[ 0.01400442 -0.06498874 -0.00174627 -0.13490812  0.00020544 -0.06392728
  0.00801231  0.        ]",4.633333,139,0,139,0
140,"[ 0.37555137  0.5936494  -0.07822543  2.2568264   0.13095403  1.95901
 -3.0284166   0.        ]","[-1.9640040e+00 -4.4377514e+01  1.0210664e-01  1.7452576e+01
  2.0985456e-01  8.1126750e-02  1.9284344e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.37253106  0.6034834  -0.07759067  2.277998    0.13194536  1.9697943
 -3.0311768   0.        ]","[ 0.01564797 -0.06567355 -0.00400616 -0.13891429 -0.00273925 -0.06683774
  0.00986131  0.        ]",4.6666665,140,0,140,0
141,"[ 0.37598786  0.59161466 -0.07831047  2.2528539   0.13081987  1.9570782
 -3.0282595   0.        ]","[-2.0310040e+00 -4.4159763e+01  1.0210664e-01  1.7825026e+01
  2.0985456e-01  2.3512675e-01  1.9284344e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.37258667  0.60325134 -0.07760409  2.2775052   0.13193193  1.9695393
 -3.0311365   0.        ]","[ 0.01547677 -0.0649545  -0.0040404  -0.1374077  -0.00297894 -0.0649545
  0.00982706  0.        ]",4.7,141,0,141,0
142,"[ 0.37691694  0.58931255 -0.07819059  2.2479715   0.13082527  1.9561231
 -3.0273588   0.        ]","[ -1.3876314  -43.64355     -0.80178887  17.248215     0.05966018
  -0.8258203    0.15192139   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3733786   0.6003656  -0.07777858  2.2712312   0.13168842  1.9661435
 -3.030427    0.        ]","[ 0.01756545 -0.06440665 -0.00390343 -0.14240684 -0.00527306 -0.07443916
  0.01486044  0.        ]",4.733333,142,0,142,0
143,"[ 0.37751043  0.58610123 -0.07840139  2.2419372   0.13060501  1.9528167
 -3.026845    0.        ]","[-1.2840204e+00 -4.4598984e+01 -1.3844875e+00  1.6263361e+01
 -4.1638106e-02 -3.3982381e-01  1.5756369e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.37392506  0.5985478  -0.07788212  2.2674327   0.13151968  1.9642011
 -3.0299132   0.        ]","[ 0.02095527 -0.0707754  -0.0042116  -0.1540829  -0.00653996 -0.07984918
  0.01914052  0.        ]",4.766667,143,0,143,0
144,"[ 0.37785986  0.5843926  -0.07854632  2.238681    0.13053568  1.9514507
 -3.0262356   0.        ]","[ -1.4712951  -45.103577    -2.5985851   16.523457    -0.25109187
  -0.5879767   -0.5690315    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.37508705  0.5948528  -0.07805086  2.259335    0.13120522  1.960437
 -3.0288987   0.        ]","[ 0.01924324 -0.06132499 -0.00277349 -0.13442877 -0.00510186 -0.06214677
  0.01629855  0.        ]",4.8,144,0,144,0
145,"[ 0.37893698  0.57961655 -0.07886066  2.2301102   0.12987426  1.9473565
 -3.025518    0.        ]","[ -1.5551828  -43.463055    -0.50571275  17.643934     0.10986878
  -0.4260573   -0.8348679    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3756623   0.5928203  -0.0781103   2.2552125   0.13108441  1.9587497
 -3.0283656   0.        ]","[ 0.01958565 -0.06728286 -0.00232836 -0.13874309 -0.00448552 -0.05978416
  0.01766817  0.        ]",4.8333335,145,0,145,0
146,"[ 0.37943488  0.5782251  -0.07902674  2.227615    0.12924023  1.9460973
 -3.0253644   0.        ]","[ -1.8803653  -43.589516     0.93838614  19.748648     0.3418358
  -0.4030458   -0.9627191    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.37638137  0.58999395 -0.07822343  2.2497056   0.13091184  1.9562167
 -3.0276678   0.        ]","[ 0.0201335  -0.0764936  -0.00284197 -0.15144636 -0.00465673 -0.06817312
  0.01924324  0.        ]",4.866667,146,0,146,0
147,"[ 0.37996915  0.5766519  -0.07927784  2.224764    0.12862624  1.9446446
 -3.024887    0.        ]","[ 10.62327    -55.49397     -0.77521664   7.2138176    0.05589103
  -3.4133017    2.7636664    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.37680128  0.5882452  -0.07831164  2.2462828   0.13078529  1.954654
 -3.0272765   0.        ]","[ 0.02033894 -0.08169817 -0.00359527 -0.15945867 -0.00534154 -0.07313801
  0.01944868  0.        ]",4.9,147,0,147,0
148,"[ 0.38050705  0.5735303  -0.07944293  2.2190237   0.12841575  1.9417223
 -3.0245554   0.        ]","[ 11.281619   -56.628757    -3.014847     5.7652893   -0.31322962
  -4.532721     3.080461     0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3775031   0.5854438  -0.07849571  2.2408352   0.13046698  1.9521785
 -3.0267186   0.        ]","[ 0.02003078 -0.08125304 -0.00486217 -0.15839721 -0.00794383 -0.07211079
  0.01694912  0.        ]",4.9333334,148,0,148,0
149,"[ 0.3812596   0.57014805 -0.07962351  2.2125828   0.12792438  1.9384075
 -3.0243475   0.        ]","[ -1.6818818  -43.496796     1.1975638   18.717003     1.205139
  -0.17888318  -0.50090206   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.37802655  0.5834553  -0.07863952  2.2373838   0.13013525  1.9505467
 -3.0263255   0.        ]","[ 0.02020198 -0.08008886 -0.00551274 -0.14504336 -0.01095701 -0.06868673
  0.01588766  0.        ]",4.9666667,149,0,149,0
150,"[ 0.38285232  0.5676531  -0.08027869  2.2069447   0.12553182  1.9347495
 -3.0238514   0.        ]","[ -2.4206407  -43.3948      -0.29818863  18.886812     0.9416854
  -0.61554533  -0.2593742    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.37920004  0.57928866 -0.07897317  2.2295108   0.12934335  1.9467827
 -3.0255413   0.        ]","[ 0.02253034 -0.08183514 -0.00636876 -0.1507273  -0.0151686  -0.07217927
  0.01554525  0.        ]",5.0,150,0,150,0
151,"[ 0.38345936  0.56234175 -0.07997802  2.195593    0.12597026  1.9283906
 -3.024959    0.        ]","[ -2.3610473  -43.452812    -2.4938917   17.131458     0.67520845
  -0.67050785  -0.35867846   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.38047516  0.5740923  -0.07939693  2.2197566   0.12833667  1.941941
 -3.024753    0.        ]","[ 0.02136616 -0.08714244 -0.00691661 -0.16305394 -0.01705184 -0.08118457
  0.01307993  0.        ]",5.0333333,151,0,151,0
152,"[ 0.38419285  0.5596805  -0.08074672  2.1901717   0.12575021  1.9273329
 -3.0214376   0.1746031 ]","[ -2.2336767  -43.01553     -0.77742696  17.549976    -6.0424523
  -1.0482411    3.1887856    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.38098714  0.57253915 -0.07958484  2.216704    0.12775567  1.9403285
 -3.0245345   0.1746031 ]","[ 0.02304395 -0.08245147 -0.00763566 -0.15689063 -0.02239338 -0.08049975
  0.0115391   0.        ]",5.0666666,152,0,152,0
153,"[ 0.3853717   0.55405426 -0.08000113  2.1786463   0.12484688  1.9215637
 -3.0251644   1.        ]","[ 9.4242439e+00 -5.4296070e+01 -1.9880323e+00  5.8119307e+00
  2.0046356e+00 -4.4386249e+00 -1.1998106e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.3824444   0.5668251  -0.07994341  2.2049458   0.12655342  1.9338378
 -3.0242047   1.        ]","[ 0.01753121 -0.07313801 -0.00342406 -0.15209693 -0.01273752 -0.08371837
  0.00273925  0.        ]",5.1,153,0,153,0
154,"[ 0.38557255  0.5520882  -0.079635    2.1744523   0.12497682  1.9200711
 -3.026464    1.        ]","[  9.739052  -56.03976    -2.3309329   5.6607914  -5.703647   -4.210138
   2.9329276   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.38292763  0.5648539  -0.08012941  2.2008252   0.12622553  1.9318225
 -3.023662    1.        ]","[ 0.01855843 -0.07632239 -0.00506762 -0.16312242 -0.01239511 -0.08406078
  0.01147061  0.        ]",5.133333,154,0,154,0
