,action,observation.effort,observation.force_torque,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
382,"[ 0.29242653  0.7890571  -0.06378872  2.7339852   0.23635666  2.0959978
 -2.8705854   1.        ]","[ -0.8030269  -39.784794    -0.41683406  17.666862    -0.57115215
  -0.25562635  -1.1826023    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2929539   0.78673655 -0.06488547  2.7311742   0.23336259  2.109024
 -2.8761506   1.        ]","[-0.00486217  0.01848995  0.00517034  0.02992632  0.02547504 -0.12538923
  0.06659805  0.        ]",12.733334,382,0,382,0
383,"[ 0.29243642  0.7898002  -0.0634866   2.7342997   0.23711133  2.0926993
 -2.868593    1.        ]","[ -0.1043942  -39.60163     -0.51178896  17.918005    -0.5036297
   0.11274353  -0.7130284    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29283884  0.78715074 -0.06475317  2.7317455   0.23392248  2.1062438
 -2.8747778   1.        ]","[-0.00479369  0.01818178  0.00534154  0.02752948  0.02475598 -0.12247878
  0.06382456  0.        ]",12.766666,383,0,383,0
384,"[ 0.29251158  0.7901744  -0.06346528  2.7344995   0.23724131  2.091231
 -2.867934    1.        ]","[  0.8381049  -29.719736    -0.39419562  27.287539     6.8862195
  -4.523612     3.4935887    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2927353   0.7875208  -0.06460168  2.7321656   0.23442678  2.1041844
 -2.8737214   1.        ]","[-0.00472521  0.01667519  0.00575243  0.02160585  0.0223249  -0.10371491
  0.05242242  0.        ]",12.8,384,0,384,0
385,"[ 0.29270148  0.7907018  -0.06340323  2.7348394   0.23745526  2.0890863
 -2.8671136   1.        ]","[  0.27446288 -40.08727     -0.2591151   18.402294    -0.8499816
  -0.9409522   -0.3283427    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29265478  0.78793305 -0.06440227  2.7326527   0.23497902  2.1018393
 -2.8727338   1.        ]","[-0.0032871   0.01397018  0.00626604  0.01619582  0.01886659 -0.07865076
  0.03650052  0.        ]",12.833333,385,0,385,0
386,"[ 0.29297715  0.7913855  -0.06341847  2.7350287   0.23746307  2.086759
 -2.865966    1.        ]","[  0.50095314 -39.595284    -0.13598219  17.542315    -0.98599267
  -0.5377882   -1.0319918    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29257616  0.7886483  -0.06406096  2.7333658   0.23582654  2.0980465
 -2.871012    1.        ]","[-0.00195172  0.01564797  0.0074987   0.01636703  0.01914052 -0.08539616
  0.03773319  0.        ]",12.866667,386,0,386,0
387,"[ 0.2932925   0.7916148  -0.0637492   2.7351327   0.23691687  2.0863717
 -2.8660126   1.        ]","[  0.2348718  -38.98853     -0.6283019   17.562778     6.6677375
  -0.3463885   -0.40286744   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29255697  0.7894958  -0.06372156  2.7340255   0.23664722  2.0940833
 -2.8692727   1.        ]","[-0.00061633  0.01845571  0.0076699   0.01492892  0.01852419 -0.08960776
  0.03910282  0.        ]",12.9,387,0,387,0
388,"[ 0.29359475  0.79240584 -0.06358401  2.735172    0.23716103  2.083665
 -2.8643835   1.        ]","[ -2.2070024 -29.399199   -1.368678   26.920496    7.0200276  -5.244796
   3.6530292   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.29255697  0.7901228  -0.06358734  2.7343802   0.23698853  2.0915463
 -2.8681605   1.        ]","[-0.00010272  0.01814754  0.0051361   0.01164182  0.01277176 -0.07752082
  0.03362431  0.        ]",12.933333,388,0,388,0
389,"[ 0.29364616  0.7926576  -0.06352175  2.7351782   0.23723875  2.0829127
 -2.8639553   1.        ]","[  0.36292407 -29.90894     -0.4924892   26.659601     0.26725844
  -4.328458     3.6391053    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29257998  0.79062134 -0.06354899  2.7346237   0.23705755  2.0898168
 -2.867409    1.        ]","[ 0.00041089  0.0168464   0.00212292  0.00838896  0.00472521 -0.06252341
  0.0268789   0.        ]",12.966666,389,0,389,0
390,"[ 0.2942192   0.7935894  -0.06371191  2.7351727   0.23676446  2.0809705
 -2.8628047   1.        ]","[ -0.26347524 -29.435234    -0.64720577  26.16746      0.2319406
  -4.586905     2.7495432    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29282543  0.7912982  -0.06354899  2.734896    0.23705755  2.0873606
 -2.8662336   1.        ]","[ 4.7936901e-03  1.5442530e-02  3.4240642e-05  6.3687596e-03
  3.4240642e-05 -5.4476861e-02  2.5920166e-02  0.0000000e+00]",13.0,390,0,390,0
391,"[ 0.29442918  0.79383063 -0.06376295  2.7351604   0.23657368  2.0802207
 -2.8623924   1.        ]","[  2.828458   -39.90882      0.26818314  17.312948     0.47904953
  -1.1965281   -1.1301823    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29295197  0.79157436 -0.06354899  2.7349575   0.23705947  2.086469
 -2.8657598   1.        ]","[ 6.0948343e-03  1.4997401e-02  3.7668280e-17  5.0676153e-03
  3.4240642e-05 -5.1566407e-02  2.6468016e-02  0.0000000e+00]",13.033334,391,0,391,0
392,"[ 0.29514542  0.7945024  -0.06404908  2.7350023   0.23595662  2.0791574
 -2.8615844   1.        ]","[  0.21000448 -39.52633     -0.5071974   17.307693     0.27591902
  -0.90077543  -0.58844227   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29334506  0.79233366 -0.06354899  2.7350457   0.23705947  2.0842695
 -2.8646438   1.        ]","[ 8.8340854e-03  1.7531209e-02  3.7668280e-17  2.3968450e-03
  3.4240642e-05 -5.0915837e-02  2.6741942e-02  0.0000000e+00]",13.066667,392,0,392,0
393,"[ 0.29532492  0.79489976 -0.06403478  2.7350154   0.235974    2.0780244
 -2.8609996   1.        ]","[  8.878563   -29.801153    -1.2761135   26.192944     0.06379275
  -4.656991     3.2070813    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29352722  0.79264045 -0.06355474  2.735059    0.23705947  2.0834737
 -2.8642278   1.        ]","[ 1.02721928e-02  1.90377980e-02 -1.02721926e-04  1.81475410e-03
 -5.39251191e-16 -5.34838848e-02  2.73582730e-02  0.00000000e+00]",13.1,393,0,393,0
394,"[ 0.2958183   0.79548246 -0.06411651  2.7347314   0.23577961  2.0772557
 -2.8600786   1.        ]","[ -2.924594   -40.750534    -0.52000445  26.24174      0.2962417
  -0.79640245  -0.41713908   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29383594  0.79306805 -0.06360843  2.7350686   0.23695977  2.0824978
 -2.8637102   1.        ]","[ 0.0117103   0.01848995 -0.00106146  0.00089026 -0.00178051 -0.04550581
  0.0243451   0.        ]",13.133333,394,0,394,0
395,"[ 0.29621047  0.7957621  -0.06418327  2.7344868   0.2354174   2.0769668
 -2.859553    1.        ]","[  8.772234   -30.282461    -1.8991274   17.292929    -0.03807964
  -4.3762045    3.6591525    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2943249   0.7936644  -0.06369089  2.7350743   0.23668556  2.0810962
 -2.8628798   1.        ]","[ 0.01342233  0.01705184 -0.00232836  0.00023968 -0.00667693 -0.03947946
  0.02253034  0.        ]",13.166667,395,0,395,0
396,"[ 0.296683    0.79636425 -0.06416169  2.733961    0.23506634  2.0773208
 -2.8593955   1.        ]","[  8.880515   -30.233732    -1.4887022   16.544516     0.05671892
  -4.3602414    3.432949     0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29459718  0.7940153  -0.06370622  2.735078    0.23654367  2.080193
 -2.8622835   1.        ]","[ 0.01266904  0.0157507  -0.00157507  0.0001712  -0.00691661 -0.03766471
  0.02400269  0.        ]",13.2,396,0,396,0
397,"[ 0.29687902  0.7965952  -0.06417007  2.7337427   0.23497923  2.0772808
 -2.858904    1.        ]","[  9.413404   -30.18134     -2.7558427   19.080873    -0.22178218
  -4.5468173    2.6832488    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29514942  0.79473054 -0.0638788   2.735078    0.23620236  2.078661
 -2.861108    1.        ]","[ 0.00986131  0.01277176 -0.00308166  0.         -0.00609483 -0.02735827
  0.02098951  0.        ]",13.233334,397,0,397,0
398,"[ 0.29747158  0.79727453 -0.06421667  2.7335312   0.23454806  2.0767345
 -2.8583882   1.        ]","[ -2.0395699  -39.95189      0.7705844   20.036598     0.53441155
  -1.2059907   -1.0030844    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29541594  0.79503345 -0.06394783  2.7350514   0.2359876   2.0782871
 -2.8607073   1.        ]","[ 0.01037491  0.01256632 -0.00325286 -0.00047937 -0.00756718 -0.01985957
  0.01845571  0.        ]",13.266666,398,0,398,0
399,"[ 0.2985149   0.79843414 -0.06452633  2.733292    0.2334988   2.0760405
 -2.8584332   1.        ]","[ 10.20422   -29.24472    -1.7986639   7.145007   -5.314404   -4.5153413
   2.7855616   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.29598352  0.7956375  -0.06404562  2.7348213   0.2355581   2.077823
 -2.8600132   1.        ]","[ 0.01349081  0.01462075 -0.00256805 -0.00458825 -0.01040915 -0.01229239
  0.01725728  0.        ]",13.3,399,0,399,0
400,"[ 0.2986774   0.79856265 -0.06456661  2.7332      0.23336828  2.0757444
 -2.8581023   1.        ]","[ -2.3790362  -39.94442      0.06737589  11.442827     0.38580695
  -1.2850915   -0.8361914    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.2962577   0.7959232  -0.06407821  2.7345738   0.23538935  2.0776715
 -2.8596892   1.        ]","[ 0.01414139  0.01492892 -0.00212292 -0.00825199 -0.00996403 -0.00975858
  0.01705184  0.        ]",13.333333,400,0,400,0
401,"[ 0.29896334  0.79899496 -0.06455547  2.7330942   0.2332993   2.0751932
 -2.8577728   1.        ]","[ -2.14211    -39.86136     -0.5492879    7.52632      0.25442743
  -1.3593417    3.1746042    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29686365  0.79658854 -0.06413382  2.7340984   0.23496942  2.0772076
 -2.8591216   1.        ]","[ 0.01287448  0.01369626 -0.00119842 -0.01010099 -0.00852592 -0.00917649
  0.01208695  0.        ]",13.366667,401,0,401,0
402,"[ 0.3039797   0.8030854  -0.06626508  2.731641    0.22877394  2.07302
 -2.856352    1.        ]","[  3.9063284  -42.330933     0.51517135   9.803588     0.46517137
  -1.2548367    0.31901625   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29893833  0.7989873  -0.06455183  2.7330782   0.23333956  2.0752306
 -2.8578215   1.        ]","[ 0.00198596  0.0010957  -0.00051361 -0.00078753 -0.00119842 -0.00167779
  0.00157507  0.        ]",13.4,402,0,402,0
403,"[ 0.3040984   0.8031678  -0.06631795  2.7316594   0.22861497  2.0729458
 -2.8565392   1.        ]","[  3.9063284  -42.28068      0.51517135   9.803588     0.46517137
  -1.2548367    0.20701626   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29894793  0.79898924 -0.06457292  2.7330744   0.23330314  2.0752037
 -2.8577852   1.        ]","[ 1.3696257e-04  3.4240642e-05 -3.7664708e-04 -6.8481284e-05
 -6.1633158e-04 -4.1088770e-04  5.8209093e-04  0.0000000e+00]",13.433333,403,0,403,0
404,"[ 0.30416244  0.80321157 -0.06636145  2.7316258   0.22852816  2.0730035
 -2.8565435   1.        ]","[ 3.9063284e+00 -4.2314182e+01  5.1517135e-01  9.8035879e+00
  4.6517137e-01 -1.2548367e+00  5.6103105e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.29894793  0.79899114 -0.06457676  2.7330725   0.23329547  2.075198
 -2.8577774   1.        ]","[-1.1895246e-16  3.4240642e-05 -3.0816579e-04 -6.8481284e-05
 -5.4785027e-04 -3.4240642e-04  4.4512836e-04  0.0000000e+00]",13.466666,404,0,404,0
405,"[ 0.30424255  0.80335265 -0.06638743  2.731558    0.22842202  2.0730107
 -2.8564837   1.        ]","[ 3.0402351e-02 -3.4284599e+01 -6.1580092e-01  1.3563828e+01
  2.3199752e-01 -1.3595278e+00  5.7255858e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.29899585  0.79904103 -0.06459018  2.733061    0.23320918  2.0751615
 -2.8577545   1.        ]","[ 0.00085602  0.00089026 -0.00027393 -0.00020544 -0.00160931 -0.00068481
  0.00047937  0.        ]",13.5,405,0,405,0
406,"[ 0.3044548   0.8035159  -0.06645857  2.7315469   0.22806914  2.0727937
 -2.8564646   1.        ]","[  0.9494557  -34.41126     -0.638284    13.619635     1.2605138
  -1.3623264    0.60357136   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.29952702  0.79943794 -0.06475892  2.7329612   0.23265503  2.0749028
 -2.8575876   1.        ]","[ 0.01034067  0.00794383 -0.00321862 -0.00198596 -0.01140213 -0.00523882
  0.00335558  0.        ]",13.533334,406,0,406,0
407,"[ 0.3050071   0.80386573 -0.06676522  2.7316582   0.22719699  2.0720458
 -2.8568375   1.        ]","[  0.3232674  -38.73609      2.000318    16.503586     1.4099325
  -1.0720185    0.39454418   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3014349   0.8009163  -0.0653936   2.7324398   0.23091972  2.074078
 -2.8571389   1.        ]","[ 0.03992459  0.03071386 -0.01307993 -0.01040915 -0.03677445 -0.01712032
  0.00972434  0.        ]",13.566667,407,0,407,0
408,"[ 0.31045556  0.8079333  -0.06969968  2.731563    0.22022375  2.0679944
 -2.8585973   1.        ]","[ 1.5450820e-01 -3.4087128e+01 -5.8619767e-01  1.3475415e+01
  2.3553781e-01 -1.9021118e+00  1.0445100e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.30504742  0.8039287  -0.06676652  2.7316267   0.22721516  2.0720687
 -2.8568034   1.        ]","[ 1.6435508e-03  6.8481284e-05 -1.3696257e-04 -6.8481284e-05
 -4.1088770e-04 -6.1633158e-04  0.0000000e+00  0.0000000e+00]",13.6,408,0,408,0
409,"[ 0.31044525  0.808056   -0.06963589  2.7315598   0.22029996  2.0678356
 -2.858671    1.        ]","[-7.7064333e-16 -3.4343143e+01 -6.2875050e-01  1.3588863e+01
  2.2683045e-01 -3.5699999e+00  1.0608427e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.30505317  0.8039287  -0.06677035  2.7316267   0.22719981  2.0720532
 -2.8568034   1.        ]","[ 4.79368988e-04 -2.06184270e-16 -1.02721926e-04  0.00000000e+00
 -3.42406420e-04 -4.45128360e-04  0.00000000e+00  0.00000000e+00]",13.633333,409,0,409,0
410,"[ 0.3105975   0.8083683  -0.0695728   2.7317162   0.22020479  2.067206
 -2.859327    1.        ]","[-7.7064333e-16 -3.4343143e+01 -6.2875050e-01  1.3588863e+01
  2.2683045e-01 -3.4719999e+00  1.0608427e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.30505317  0.8039287  -0.06677993  2.7316248   0.22718447  2.0720437
 -2.8568034   1.        ]","[-1.1895246e-16 -2.0618427e-16 -2.3968449e-04 -3.4240642e-05
 -5.1360962e-04 -3.7664708e-04  0.0000000e+00  0.0000000e+00]",13.666667,410,0,410,0
411,"[ 0.31076324  0.80846435 -0.06962678  2.731702    0.21981844  2.0668807
 -2.8594468   1.        ]","[ 9.1599403e-03 -3.4345062e+01 -6.3114494e-01  1.3589041e+01
  2.2423555e-01 -2.1733804e+00  1.0578154e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.30505508  0.8039306  -0.06678761  2.7316248   0.22713079  2.072015
 -2.8568034   1.        ]","[ 3.4240642e-05  3.4240642e-05 -2.7392514e-04 -3.4240642e-05
 -1.1984225e-03 -6.8481284e-04  0.0000000e+00  0.0000000e+00]",13.7,411,0,411,0
412,"[ 0.311208    0.8087176  -0.06997939  2.7317493   0.2189223   2.0661335
 -2.85978     1.        ]","[-1.01563744e-01 -3.45683479e+01 -6.84306681e-01  1.36806211e+01
 -6.77969408e+00 -5.52460146e+00  1.06728985e-03  0.00000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.305429    0.80415875 -0.06702346  2.7316248   0.22646542  2.071618
 -2.8569586   1.        ]","[ 0.00671117  0.00410888 -0.0043828   0.         -0.01287448 -0.00763566
 -0.00277349  0.        ]",13.733334,412,0,412,0
413,"[ 0.31191912  0.8092173  -0.07060274  2.7319093   0.21758497  2.0651758
 -2.8601785   1.        ]","[ -0.82456243 -39.771255     1.1114298   13.5675       1.6259909
  -0.73932993   0.9619519    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.30808085  0.80616826 -0.06840979  2.7316248   0.2231175   2.0694206
 -2.8579865   1.        ]","[ 0.0418763   0.03235741 -0.0215716   0.         -0.05201153 -0.03372703
 -0.01623007  0.        ]",13.766666,413,0,413,0
414,"[ 0.31229967  0.80946594 -0.07092083  2.732031    0.21680647  2.0647502
 -2.8608012   1.        ]","[ -1.230888   -41.378845     1.2229297   13.616845     1.633006
  -0.5822253    0.86594576   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.30860052  0.80665916 -0.06863797  2.7316248   0.22250392  2.068949
 -2.8582358   1.        ]","[ 0.03920554  0.03307646 -0.01859267  0.         -0.04670424 -0.03280254
 -0.01633279  0.        ]",13.8,414,0,414,0
415,"[ 0.31255302  0.8096944  -0.0710744   2.732065    0.21632893  2.0643864
 -2.86113     1.        ]","[ -2.2093403  -41.71756      0.83372146  13.658303     1.4855609
  -1.346834     0.4369334    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.30975866  0.80761594 -0.06917486  2.731623    0.22103897  2.0677946
 -2.858834    1.        ]","[ 2.5475038e-02  2.1674328e-02 -1.1367894e-02 -3.4240642e-05
 -3.1946521e-02 -2.4413578e-02 -1.3079925e-02  0.0000000e+00]",13.833333,415,0,415,0
416,"[ 0.3128521   0.8099986  -0.07119276  2.7319517   0.21590112  2.0641038
 -2.8612974   1.        ]","[ -3.1558988  -40.06911      0.6450222   13.680661     1.439582
  -1.6618602    0.15154776   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31035691  0.8079592  -0.06952768  2.731623    0.22016267  2.067158
 -2.859185    1.        ]","[ 0.02379725  0.01564797 -0.01229239  0.         -0.03263133 -0.02441358
 -0.01284024  0.        ]",13.866667,416,0,416,0
417,"[ 0.31366083  0.81060666 -0.07145416  2.7319489   0.2148361   2.0629025
 -2.8622031   1.        ]","[ -2.3481097  -37.599575     1.0822977   13.495387     1.1904438
  -1.9784809   -0.04162895   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31113923  0.80845964 -0.07008374  2.731642    0.21877825  2.06618
 -2.8598197   1.        ]","[ 0.02297547  0.01403866 -0.01510012  0.00034241 -0.03810984 -0.02718707
 -0.01670943  0.        ]",13.9,417,0,417,0
418,"[ 0.31410718  0.8109239  -0.07171555  2.7319806   0.21412784  2.0622952
 -2.8626442   1.        ]","[ 10.60269   -27.580002   -8.661191   13.682194   -6.035771   -4.759551
  -3.6443923   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.31149206  0.808776   -0.07039246  2.7316651   0.2180688   2.0656662
 -2.860159    1.        ]","[ 0.02027046  0.01458651 -0.01544253  0.00075329 -0.03739078 -0.02663922
 -0.01739425  0.        ]",13.933333,418,0,418,0
419,"[ 0.3146407   0.81141067 -0.07203384  2.7320166   0.2133092   2.0613976
 -2.8629198   1.        ]","[ 3.3030275e-02 -4.0483326e+01  2.2626698e+00  1.5333169e+01
  1.4284867e+00 -1.0415130e+00 -3.9157429e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.31206346  0.80942416 -0.07080472  2.7316785   0.2170046   2.0647764
 -2.8607476   1.        ]","[ 0.01523709  0.01619582 -0.01140213  0.00054785 -0.02913879 -0.02321516
 -0.01537405  0.        ]",13.966666,419,0,419,0
420,"[ 0.31512225  0.81175417 -0.07232595  2.7320373   0.21250337  2.0609314
 -2.8634906   1.        ]","[ 11.584693  -31.729887   -0.9300179  25.063225   -6.035551   -3.9465618
  -3.8537862   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.3125716   0.8099131  -0.07103865  2.7316842   0.21625678  2.0641015
 -2.8612597   1.        ]","[ 0.01629855  0.0170176  -0.00886833  0.00020544 -0.02615985 -0.02369452
 -0.01660671  0.        ]",14.0,420,0,420,0
421,"[ 0.31569502  0.812162   -0.07269472  2.732062    0.2115065   2.0603735
 -2.8641825   1.        ]","[ -1.6931726  -39.56616     -0.35330728  17.596283     1.6119001
  -0.89875036   0.11138719   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31347665  0.81045574 -0.07139722  2.7317207   0.2150411   2.0630393
 -2.8619633   1.        ]","[ 0.02006502  0.01328537 -0.00821775  0.00068481 -0.02711859 -0.0243451
 -0.01650399  0.        ]",14.033334,421,0,421,0
422,"[ 0.31614205  0.8124263  -0.07296288  2.7320244   0.21056254  2.0596929
 -2.8648272   1.        ]","[ -2.7336516  -38.88954     -0.18309665  16.919        1.8906693
  -0.875531     0.3967163    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31384864  0.81065327 -0.07155445  2.7317955   0.21453297  2.0626078
 -2.862272    1.        ]","[ 0.01989381  0.01133365 -0.00814927  0.00195172 -0.02681042 -0.0235918
 -0.0159219   0.        ]",14.066667,422,0,422,0
423,"[ 0.31667677  0.81284314 -0.0733496   2.732039    0.20947452  2.0591242
 -2.8655555   1.        ]","[ -1.8780304  -38.48175     -0.49011654  25.223572     1.9762896
  -1.4201462    0.64495605   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3144584   0.8111077  -0.07192644  2.7319086   0.21346493  2.0618427
 -2.862968    1.        ]","[ 0.01616158  0.01092277 -0.00893681  0.0031159  -0.0263653  -0.01975685
 -0.01691488  0.        ]",14.1,423,0,423,0
424,"[ 0.31695753  0.81305104 -0.07349565  2.732065    0.2090062   2.058812
 -2.8659158   1.        ]","[ 11.269287  -29.000366   -9.1782     25.507814   -5.768293   -5.1254077
  -3.0066574   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.31481695  0.811449   -0.07218914  2.7319298   0.21274397  2.0613403
 -2.8634322   1.        ]","[ 0.01506588  0.01290872 -0.01020371  0.00191748 -0.02838549 -0.01948293
 -0.01842147  0.        ]",14.133333,424,0,424,0
425,"[ 0.3174701   0.8137407  -0.07357034  2.732175    0.20816901  2.0575674
 -2.8672953   1.        ]","[ -1.3505101  -31.239847    -0.12532745  16.820738     1.7090406
  -1.749424     0.3188935    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31558588  0.8120089  -0.07266083  2.7319546   0.21139789  2.060422
 -2.8642738   1.        ]","[ 0.0137305   0.00999827 -0.0084232   0.00044513 -0.02403693 -0.01640127
 -0.01503164  0.        ]",14.166667,425,0,425,0
426,"[ 0.31767938  0.81387126 -0.07365239  2.7321627   0.20772266  2.05723
 -2.8677747   1.        ]","[ -1.7063879  -36.236176    -1.0396739   16.3197       1.201497
  -2.0236554    0.05839679   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31590608  0.81216615 -0.07282382  2.7319891   0.21090318  2.0600843
 -2.864617    1.        ]","[ 0.01462075  0.00849168 -0.00814927  0.0009245  -0.02400269 -0.01619582
 -0.01568221  0.        ]",14.2,426,0,426,0
427,"[ 0.31809062  0.8142399  -0.07374684  2.73221     0.20679545  2.0564885
 -2.8695424   1.        ]","[ -3.4434607  -36.940468    -0.08249464  16.10306      1.3158145
  -1.6053809   -0.10454403   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.3166424   0.8126493  -0.07315746  2.7320697   0.20978913  2.0591774
 -2.865545    1.        ]","[ 0.01787362  0.01092277 -0.00835472  0.00198596 -0.02711859 -0.02116072
 -0.02160585  0.        ]",14.233334,427,0,427,0
428,"[ 0.3182161   0.81435186 -0.07385272  2.7322178   0.20645742  2.0563037
 -2.8698874   1.        ]","[ -3.4896667  -37.676914    -0.46089828  16.08231      1.3933474
  -1.3787249   -0.3027044    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31699714  0.8130309  -0.07330127  2.732087    0.20914869  2.0585332
 -2.8662565   1.        ]","[ 0.01585342  0.01349081 -0.00660844  0.00133539 -0.02595441 -0.0232494
 -0.02523535  0.        ]",14.266666,428,0,428,0
429,"[ 0.31832683  0.81464845 -0.07372741  2.7320833   0.20614648  2.055863
 -2.8705928   1.        ]","[  0.09564923 -28.086174    -0.72179604  16.081718     1.4438591
  -4.5624337    0.22499654   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31728476  0.8134489  -0.07340673  2.7320926   0.20849483  2.057908
 -2.8671923   1.        ]","[ 0.00948466  0.01239511 -0.00359527  0.00027393 -0.01975685 -0.01896932
 -0.02598865  0.        ]",14.3,429,0,429,0
430,"[ 0.3182617   0.8147608  -0.07350167  2.731999    0.20629965  2.0557237
 -2.8708515   1.        ]","[ -3.2118    -27.621122   -1.5119493  15.9782095  -6.1169806  -4.7183385
  -3.1535366   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.3174343   0.8136119  -0.07347193  2.7321002   0.20813435  2.0576148
 -2.8677022   1.        ]","[ 0.00780687  0.01037491 -0.00304742  0.00023968 -0.0181133  -0.01640127
 -0.02581744  0.        ]",14.333333,430,0,430,0
431,"[ 0.31837392  0.8150405  -0.07328273  2.7317915   0.20597556  2.0553575
 -2.871757    1.        ]","[  0.781075   -33.770687    -0.54696184  24.142616     1.3365502
  -1.7600392    0.7220265    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31787726  0.81405103 -0.07361574  2.7321424   0.20713343  2.0567539
 -2.869129    1.        ]","[ 0.00739598  0.0073275  -0.0023626   0.00071905 -0.01667519 -0.01410714
 -0.02383149  0.        ]",14.366667,431,0,431,0
432,"[ 0.31830883  0.8151076  -0.07298845  2.7317126   0.20636082  2.0551946
 -2.871547    1.        ]","[  2.0417142 -29.296373   -0.129908   23.882317    1.2765541  -1.7353609
   0.540574    0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.31796545  0.814191   -0.07361957  2.7321444   0.20696276  2.0565562
 -2.869474    1.        ]","[ 0.00609483  0.00715629 -0.00119842  0.00051361 -0.01273752 -0.01181302
 -0.02054439  0.        ]",14.4,432,0,432,0
433,"[ 0.31836233  0.8150917  -0.07289956  2.731708    0.20651759  2.0549989
 -2.871128    1.        ]","[  1.0957961  -32.51309     -0.32801473  12.8232       0.2899994
  -1.8973098    0.22908607   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31811503  0.81451315 -0.07361957  2.7321444   0.2066138   2.0560942
 -2.8702736   1.        ]","[ 3.6295082e-03  7.3617380e-03 -3.4240642e-05  0.0000000e+00
 -8.0465507e-03 -1.0169471e-02 -1.8044818e-02  0.0000000e+00]",14.433333,433,0,433,0
434,"[ 0.3183232   0.81506294 -0.07270317  2.731547    0.20683716  2.0549695
 -2.870471    1.        ]","[  1.0957961  -32.51309     -0.32801473  12.8232       0.2899994
  -1.8973098    0.22908607   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.31811503  0.81451315 -0.07361957  2.7321444   0.2066138   2.0560942
 -2.8702736   1.        ]","[ 3.6295082e-03  7.3617380e-03 -3.4240642e-05  0.0000000e+00
 -8.0465507e-03 -1.0169471e-02 -1.8044818e-02  0.0000000e+00]",14.466666,434,0,434,0
