,action,observation.effort,observation.force_torque,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index,next.done
110,"[-1.3870606e-02  7.5352126e-01  2.3006897e-03  2.5660193e+00
  3.8628229e-01  2.3219304e+00 -2.3088961e+00  0.0000000e+00]","[ 3.8181846e+00 -4.1402229e+01  8.2934542e+00  1.7309372e+01
  7.3270988e+00  2.3362929e-01  2.6900811e-02  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[-1.4609249e-02  7.5186920e-01  3.0679617e-04  2.5768328e+00
  3.8346261e-01  2.3295033e+00 -2.3016520e+00  0.0000000e+00]","[-0.00099298  0.03153563  0.01917476 -0.05786669  0.01972261 -0.05861998
 -0.06231797  0.        ]",3.6666667,110,24,8886,0,False
111,"[-1.3244958e-02  7.5335646e-01  1.7789259e-03  2.5653670e+00
  3.8504010e-01  2.3219447e+00 -2.3091276e+00  0.0000000e+00]","[ -3.4019704 -32.249176    7.8745227   8.21116     5.0996485  -3.084381
  -2.8878062   0.       ]",[0. 0. 0. 0. 0. 0.],"[-1.4570900e-02  7.5207245e-01  3.6240296e-04  2.5763054e+00
  3.8346261e-01  2.3287747e+00 -2.3023863e+00  0.0000000e+00]","[ 0.00030817  0.02629681  0.01349081 -0.05190881  0.01034067 -0.05769548
 -0.0596472   0.        ]",3.7,111,24,8887,0,False
112,"[-1.2758683e-02  7.5282294e-01  1.6629326e-03  2.5631690e+00
  3.8452750e-01  2.3198078e+00 -2.3110585e+00  0.0000000e+00]","[  1.1124502  -29.130041     0.23463453  17.08399      0.6061904
   0.81682754   0.29828012   0.        ]",[0. 0. 0. 0. 0. 0.],"[-1.4294784e-02  7.5234473e-01  3.9691752e-04  2.5741463e+00
  3.8323060e-01  2.3262570e+00 -2.3046641e+00  0.0000000e+00]","[ 0.00534154  0.00722478  0.00119842 -0.04461556 -0.00414312 -0.05382629
 -0.04951197  0.        ]",3.7333333,112,24,8888,0,False
113,"[-1.0617045e-02  7.5295275e-01  1.6574427e-03  2.5571048e+00
  3.8289472e-01  2.3228180e+00 -2.3118739e+00  0.0000000e+00]","[ -1.2814673  -28.861532    -1.1016651    4.937757     0.72922945
  -2.821695    -3.8755682    0.        ]",[0. 0. 0. 0. 0. 0.],"[-1.41989095e-02  7.52476990e-01  6.57694240e-04  2.57266784e+00
  3.83585304e-01  2.32530975e+00 -2.30556345e+00  0.00000000e+00]","[ 0.00595787  0.00558122  0.00510186 -0.05594921  0.00297894 -0.05108704
 -0.04656727  0.        ]",3.7666667,113,24,8889,0,False
114,"[-0.01080088  0.7536793   0.00325704  2.5553215   0.38471362  2.322109
 -2.315038    0.        ]","[ -1.6124586 -28.992876    8.215244    6.815457    7.509111   -0.398651
  -3.3020847   0.       ]",[0. 0. 0. 0. 0. 0.],"[-1.3947721e-02  7.5280493e-01  1.2118449e-03  2.5695040e+00
  3.8430822e-01  2.3238237e+00 -2.3071589e+00  0.0000000e+00]","[ 0.00541002  0.00729326  0.01338809 -0.07423371  0.01783937 -0.03728806
 -0.03876041  0.        ]",3.8,114,24,8890,0,False
115,"[-0.01092247  0.7538173   0.00387621  2.5537362   0.38568097  2.3223
 -2.3157678   0.        ]","[  4.5040045  -31.117662    -1.9633805   17.538456     7.4113126
  -0.39823735   0.4328805    0.        ]",[0. 0. 0. 0. 0. 0.],"[-1.38039095e-02  7.52956390e-01  1.32497586e-03  2.56849360e+00
  3.84407908e-01  2.32334423e+00 -2.30768418e+00  0.00000000e+00]","[ 0.00681389  0.00808079  0.01071732 -0.06906337  0.01301144 -0.03208348
 -0.03502818  0.        ]",3.8333333,115,24,8891,0,False
116,"[-0.01012554  0.7533067   0.00327021  2.5511916   0.3843577   2.3223035
 -2.3161316   0.        ]","[ -1.0741662  -41.407524     1.6584059   18.649454     0.79800856
  -2.5857022    0.26701143   0.        ]",[0. 0. 0. 0. 0. 0.],"[-1.3418497e-02  7.5307912e-01  1.4687866e-03  2.5663459e+00
  3.8445392e-01  2.3220577e+00 -2.3089557e+00  0.0000000e+00]","[ 0.01051188  0.0062318   0.00582091 -0.0657078   0.00400616 -0.03543907
 -0.03656901  0.        ]",3.8666666,116,24,8892,0,False
117,"[-8.9673381e-03  7.5218934e-01  2.1827624e-03  2.5476179e+00
  3.8217813e-01  2.3222964e+00 -2.3167088e+00  0.0000000e+00]","[ 12.107614  -30.617989   -1.5989827   5.4264092   0.5396612  -2.0299547
  -3.9842644   0.       ]",[0. 0. 0. 0. 0. 0.],"[-1.2455924e-02  7.5308871e-01  1.8005100e-03  2.5624900e+00
  3.8440409e-01  2.3218794e+00 -2.3106985e+00  0.0000000e+00]","[ 0.0201335   0.00047937  0.00674541 -0.08272539 -0.00085602 -0.01129941
 -0.03941098  0.        ]",3.9,117,24,8893,0,False
118,"[-0.00909195  0.75253886  0.00258414  2.546284    0.38335007  2.3204112
 -2.3168142   0.        ]","[ 10.759249  -37.932655    7.947304    6.0152693   0.5598459  -0.9822346
  -3.327228    0.       ]",[0. 0. 0. 0. 0. 0.],"[-1.1754128e-02  7.5313473e-01  2.3163110e-03  2.5593338e+00
  3.8440409e-01  2.3219197e+00 -2.3124051e+00  0.0000000e+00]","[ 2.0475904e-02  9.5873798e-04  1.3525054e-02 -8.8203892e-02
 -3.4240642e-05  7.1905350e-04 -4.7217846e-02  0.0000000e+00]",3.9333334,118,24,8894,0,False
119,"[-0.00883313  0.75149244  0.00258396  2.5424151   0.38318288  2.3200352
 -2.3182743   0.        ]","[ 10.962805   -37.81755      8.231289     5.8684607    0.62006706
  -0.64101434  -2.735964     0.        ]",[0. 0. 0. 0. 0. 0.],"[-1.1290099e-02  7.5315005e-01  2.5329858e-03  2.5570788e+00
  3.8439834e-01  2.3220098e+00 -2.3133945e+00  0.0000000e+00]","[ 0.01951717  0.00106146  0.01205271 -0.09114859 -0.00010272  0.00232836
 -0.04516341  0.        ]",3.9666667,119,24,8895,0,False
120,"[-8.2976492e-03  7.5070894e-01  2.3910291e-03  2.5395143e+00
  3.8229746e-01  2.3201089e+00 -2.3197391e+00  0.0000000e+00]","[ 10.19574    -35.147346    -0.86437863   7.4662538    0.67239887
  -0.8957884   -3.1358612    0.        ]",[0. 0. 0. 0. 0. 0.],"[-0.01046942  0.75315773  0.00258859  2.5538728   0.38390937  2.3221152
 -2.314587    0.        ]","[ 0.0215716   0.00037665  0.00407464 -0.08864903 -0.00883409  0.00335558
 -0.03574723  0.        ]",4.0,120,24,8896,0,False
121,"[-0.00850013  0.7518649   0.00408572  2.5330994   0.38486674  2.3209014
 -2.3221776   0.        ]","[ -2.936724   -39.62664      1.0218316   18.038122     0.67184526
  -0.27164447  -0.20132807   0.        ]",[0. 0. 0. 0. 0. 0.],"[-0.00975612  0.75314236  0.00258859  2.5501223   0.383593    2.3215764
 -2.315659    0.        ]","[ 1.6298546e-02 -2.7392514e-04 -1.1901442e-16 -7.8993164e-02
 -7.9095885e-03 -9.5531391e-03 -2.3591803e-02  0.0000000e+00]",4.0333333,121,24,8897,0,False
122,"[-0.00700327  0.7498371   0.00268589  2.528341    0.38161522  2.3204129
 -2.3235693   0.        ]","[-2.4637585e+00 -4.4021885e+01  1.7605651e-02  1.5973339e+01
  7.3045975e-01  6.4366919e-01  4.7417581e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[-0.00912719  0.75236386  0.00258284  2.5449548   0.38326126  2.3206542
 -2.3175364   0.        ]","[ 0.01047764 -0.01362778 -0.00010272 -0.08656035 -0.00564971 -0.01533981
 -0.03163835  0.        ]",4.0666666,122,24,8898,0,False
123,"[-6.0442062e-03  7.4930233e-01  2.4438757e-03  2.5241821e+00
  3.8016760e-01  2.3213301e+00 -2.3252914e+00  0.0000000e+00]","[-1.6118209e-03 -4.3586933e+01 -6.3079715e-02  1.6143530e+01
  7.9798263e-01 -5.4194629e-01  6.2417001e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[-0.00883765  0.75203985  0.0026883   2.5414956   0.3831903   2.320516
 -2.3189301   0.        ]","[ 0.00736174 -0.00828624  0.00178051 -0.07779474 -0.00338982 -0.00451976
 -0.03146715  0.        ]",4.1,123,24,8899,0,False
124,"[-4.8224209e-03  7.4956840e-01  1.8253875e-03  2.5224516e+00
  3.7718323e-01  2.3233767e+00 -2.3270786e+00  0.0000000e+00]","[ -1.9299532  -47.096554    -0.65181786   6.1422157    0.77036726
  -0.6658467   -2.9411347    0.        ]",[0. 0. 0. 0. 0. 0.],"[-0.00879354  0.75197464  0.00283211  2.540416    0.38333797  2.320516
 -2.319404    0.        ]","[ 0.00595787 -0.00695085  0.00445128 -0.0810476   0.00136963 -0.00246533
 -0.03335039  0.        ]",4.133333,124,24,8900,0,False
125,"[-5.2231387e-03  7.4924481e-01  2.4950432e-03  2.5203726e+00
  3.7823001e-01  2.3234560e+00 -2.3283372e+00  0.0000000e+00]","[-2.1646063e+00 -4.6735516e+01  1.7020917e+00  1.6908937e+01
  6.4829594e-01 -1.9595990e-02 -3.7908995e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[-0.00801121  0.75121915  0.00303536  2.534207    0.38293338  2.3205583
 -2.321584    0.        ]","[ 0.01397018 -0.01349081  0.00362951 -0.1108712  -0.00722478  0.00075329
 -0.03893161  0.        ]",4.1666665,125,24,8901,0,False
126,"[-0.00563391  0.74723244  0.00314472  2.5133095   0.37950248  2.3228528
 -2.3307447   0.        ]","[ 10.590415  -53.010086   -1.5269355   6.9156766   1.8160472   0.161636
  -3.4570138   0.       ]",[0. 0. 0. 0. 0. 0.],"[-0.00753568  0.75071293  0.00296825  2.53163     0.3822661   2.320771
 -2.322589    0.        ]","[ 0.02003078 -0.02020198 -0.00075329 -0.12251302 -0.02092103  0.00455401
 -0.04441011  0.        ]",4.2,126,24,8902,0,False
127,"[-0.00540363  0.7462079   0.00284405  2.5112848   0.3786653   2.3220992
 -2.331763    0.        ]","[ -1.8621211  -44.63704      0.5594219   15.112807     2.2889595
  -0.07746426   0.39842346   0.        ]",[0. 0. 0. 0. 0. 0.],"[-0.00654626  0.74999005  0.0028532   2.5268497   0.3806094   2.3217509
 -2.325003    0.        ]","[ 0.02300971 -0.01852419 -0.00291045 -0.11032335 -0.03674021  0.02037318
 -0.05430566  0.        ]",4.233333,127,24,8903,0,False
128,"[-0.0049858   0.7449481   0.00253026  2.5073166   0.3776674   2.3209233
 -2.3340883   0.        ]","[  9.229688   -46.0615      -0.08904894   7.614999    -4.708969
   2.6800168   -3.2701566    0.        ]",[0. 0. 0. 0. 0. 0.],"[-0.00627015  0.74964494  0.0028532   2.524382    0.38028917  2.3221285
 -2.326117    0.        ]","[ 0.01914052 -0.0162643  -0.00102722 -0.11186418 -0.02852246  0.0215716
 -0.05588073  0.        ]",4.266667,128,24,8904,0,False
129,"[-4.6300204e-03  7.4455833e-01  2.2343560e-03  2.5056262e+00
  3.7696797e-01  2.3196528e+00 -2.3352065e+00  0.0000000e+00]","[ -4.2040315 -51.523      -1.1885902   6.4942617   2.0130105   2.42388
  -3.4777853   0.       ]",[0. 0. 0. 0. 0. 0.],"[-0.00598061  0.7488645   0.00286663  2.5202115   0.37992677  2.3224258
 -2.3279078   0.        ]","[ 0.00897105 -0.0190378   0.00023968 -0.10785802 -0.01075156  0.01064884
 -0.04803962  0.        ]",4.3,129,24,8905,0,False
130,"[-0.00554334  0.746134    0.00331403  2.5038614   0.38103226  2.3105931
 -2.3366594   0.        ]","[  2.8893719  -46.066765     0.8331951   17.341208     2.433197
  -0.08292431   0.8411574    0.        ]",[0. 0. 0. 0. 0. 0.],"[-0.00587706  0.7483391   0.00286854  2.518407    0.37970817  2.3224258
 -2.3287265   0.        ]","[ 0.00701933 -0.02331788  0.00027393 -0.10669384 -0.01037491  0.0053073
 -0.04660152  0.        ]",4.3333335,130,24,8906,0,False
131,"[-0.0058608   0.7429834   0.00380335  2.495635    0.38227314  2.3062046
 -2.339988    0.        ]","[ -2.5928166 -53.836365   -0.5239352   7.3724055  -4.356662    0.6602405
  -3.4703255   0.       ]",[0. 0. 0. 0. 0. 0.],"[-0.00540153  0.7463986   0.00278418  2.5118763   0.37849826  2.321145
 -2.3319728   0.        ]","[ 0.0076699  -0.03061114 -0.00150659 -0.10138654 -0.01931172 -0.02280427
 -0.05187457  0.        ]",4.366667,131,24,8907,0,False
132,"[-2.0815367e-03  7.4096179e-01  1.6875914e-04  2.4921815e+00
  3.7651286e-01  2.3012350e+00 -2.3363316e+00  0.0000000e+00]","[ -0.8917966  -43.264656    -0.20985273  15.821167     6.6890006
  -2.1315205   -2.9796035    0.        ]",[0. 0. 0. 0. 0. 0.],"[-0.00535743  0.74572945  0.0030066   2.5059686   0.37999198  2.3145201
 -2.335317    0.        ]","[ 1.02721926e-04 -8.90256744e-03  4.07463638e-03 -8.78957286e-02
  2.68104225e-02 -1.04981810e-01 -5.10185584e-02  0.00000000e+00]",4.4,132,24,8908,0,False
133,"[-1.1057463e-03  7.3879963e-01 -1.4476715e-04  2.4865236e+00
  3.7658733e-01  2.2964964e+00 -2.3373308e+00  0.0000000e+00]","[  4.1529946  -47.87812      1.2443143   17.702423     0.772021
   0.45791215  -3.2785103    0.        ]",[0. 0. 0. 0. 0. 0.],"[-0.00501803  0.7445099   0.00285704  2.5011      0.38007826  2.3095634
 -2.3365326   0.        ]","[ 0.00606059 -0.0224961  -0.00229412 -0.09238125  0.00321862 -0.09412753
 -0.0243451   0.        ]",4.4333334,133,24,8909,0,False
134,"[ 4.9640238e-04  7.3778862e-01  2.1521535e-04  2.4816372e+00
  3.7645343e-01  2.2907093e+00 -2.3395970e+00  0.0000000e+00]","[ -0.69905984 -46.953907    -7.4882836   15.766296    -4.517952
   0.28887036  -0.15441705   0.        ]",[0. 0. 0. 0. 0. 0.],"[-4.5367484e-03  7.4375635e-01  2.4294420e-03  2.4991884e+00
  3.7952027e-01  2.3077016e+00 -2.3365519e+00  0.0000000e+00]","[ 0.01465499 -0.03129595 -0.01198423 -0.09525747 -0.01441531 -0.09738038
 -0.0106146   0.        ]",4.4666667,134,24,8910,0,False
135,"[ 1.0075355e-03  7.3670644e-01  1.2615178e-03  2.4764695e+00
  3.7825838e-01  2.2876318e+00 -2.3419271e+00  0.0000000e+00]","[-1.4568155e+00 -4.4206123e+01  3.0385187e+00  1.7402397e+01
  2.8984137e+00  8.9897853e-01  2.9506006e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[-3.5358258e-03  7.4216294e-01  1.6317720e-03  2.4953246e+00
  3.7864205e-01  2.3043268e+00 -2.3366592e+00  0.0000000e+00]","[ 0.02646802 -0.04191055 -0.02187977 -0.10313281 -0.02564624 -0.09351119
 -0.00225988  0.        ]",4.5,135,24,8911,0,False
136,"[ 2.9459817e-03  7.3438549e-01  1.1215556e-03  2.4686685e+00
  3.7836149e-01  2.2781384e+00 -2.3444750e+00  0.0000000e+00]","[ 3.2307321e-01 -5.3639137e+01 -7.6622286e+00  1.5143383e+01
 -4.1485329e+00  5.0374798e-02 -3.9312047e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[-2.1552430e-03  7.4051195e-01  8.8970887e-04  2.4906268e+00
  3.7748584e-01  2.2998917e+00 -2.3374281e+00  0.0000000e+00]","[ 0.03026873 -0.03797287 -0.01712032 -0.10237952 -0.02489295 -0.09727766
 -0.01465499  0.        ]",4.5333333,136,24,8912,0,False
137,"[ 3.4602641e-03  7.3301744e-01  1.6106197e-03  2.4635248e+00
  3.7978274e-01  2.2736423e+00 -2.3460419e+00  0.0000000e+00]","[ -1.3003787  -45.10605     -8.002538    17.727682    -4.359881
   0.48198706   0.4101543    0.        ]",[0. 0. 0. 0. 0. 0.],"[-8.5902924e-04  7.3917359e-01  5.5990298e-04  2.4862587e+00
  3.7693742e-01  2.2955141e+00 -2.3384809e+00  0.0000000e+00]","[ 0.03338462 -0.03564451 -0.0107858  -0.10953581 -0.0181133  -0.11080272
 -0.02533808  0.        ]",4.5666666,137,24,8913,0,False
138,"[ 3.9722272e-03  7.3258686e-01  1.4438931e-03  2.4615490e+00
  3.7967309e-01  2.2736385e+00 -2.3454199e+00  0.0000000e+00]","[ 11.183921   -55.25608     -4.034787     5.5059657    0.09006228
  -4.3576417   -3.3348575    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 3.4706315e-04  7.3770863e-01  6.6344667e-04  2.4804871e+00
  3.7725380e-01  2.2902372e+00 -2.3405306e+00  0.0000000e+00]","[ 0.01985957 -0.02465326  0.0020202  -0.09529171  0.00575243 -0.08851206
 -0.03489121  0.        ]",4.6,138,24,8914,0,False
139,"[ 5.7802442e-03  7.3217237e-01  7.5397064e-04  2.4584577e+00
  3.7824267e-01  2.2685165e+00 -2.3460200e+00  0.0000000e+00]","[ -0.23542863 -45.346516     1.4744096   15.602065     0.2168436
   0.44716564   0.04719365   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 8.5519429e-04  7.3691672e-01  6.9604377e-04  2.4777472e+00
  3.7752035e-01  2.2874587e+00 -2.3414567e+00  0.0000000e+00]","[ 0.0215716  -0.03170684  0.0023626  -0.11402134  0.01006675 -0.11131633
 -0.04088333  0.        ]",4.633333,139,24,8915,0,False
140,"[ 5.9688794e-03  7.3039860e-01  1.8067206e-03  2.4503915e+00
  3.8136902e-01  2.2626076e+00 -2.3482528e+00  0.0000000e+00]","[ 11.345404  -55.50723    -2.5479903   6.478922    7.412379   -3.40484
  -3.0306835   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 2.4390295e-03  7.3474610e-01  1.0028399e-03  2.4693849e+00
  3.7857687e-01  2.2798827e+00 -2.3437290e+00  0.0000000e+00]","[ 0.02657074 -0.03602115  0.0053073  -0.13685985  0.01766817 -0.12580012
 -0.03745926  0.        ]",4.6666665,140,24,8916,0,False
141,"[ 6.9852206e-03  7.2781295e-01  8.2920049e-04  2.4449909e+00
  3.7959483e-01  2.2603235e+00 -2.3489873e+00  0.0000000e+00]","[ -1.5793408  -46.77894      5.55236     18.890593     0.24280655
   1.7141752    0.65316385   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 3.0928887e-03  7.3415172e-01  1.0852914e-03  2.4666238e+00
  3.7884340e-01  2.2770967e+00 -2.3444386e+00  0.0000000e+00]","[ 0.02924151 -0.03348735  0.00510186 -0.13802403  0.01588766 -0.1297378
 -0.03584995  0.        ]",4.7,141,24,8917,0,False
142,"[ 8.2767755e-03  7.2599626e-01  6.1800593e-04  2.4381065e+00
  3.7930495e-01  2.2569106e+00 -2.3499374e+00  0.0000000e+00]","[  8.586567  -46.570953   -0.0867904   7.0037756   7.0741825  -3.2653067
  -3.2453482   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 4.2069424e-03  7.3314887e-01  1.3920875e-03  2.4616978e+00
  3.7968516e-01  2.2721746e+00 -2.3457117e+00  0.0000000e+00]","[ 0.03156987 -0.02852246  0.00695085 -0.13727073  0.01979109 -0.13764739
 -0.03540482  0.        ]",4.733333,142,24,8918,0,False
143,"[ 1.0147352e-02  7.2444445e-01  1.0439375e-03  2.4290974e+00
  3.7838012e-01  2.2537549e+00 -2.3537445e+00  0.0000000e+00]","[-4.4758501e+00 -4.7044334e+01 -3.8888965e-02  1.6801029e+01
  6.3321199e+00  4.5397994e-01 -3.1403705e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 4.9509229e-03  7.3210001e-01  1.4879614e-03  2.4575388e+00
  3.8003606e-01  2.2689588e+00 -2.3465476e+00  0.0000000e+00]","[ 0.02848822 -0.03252861  0.00599211 -0.13840067  0.0179421  -0.12405385
 -0.032015    0.        ]",4.766667,143,24,8919,0,False
144,"[ 1.0416072e-02  7.2331518e-01  1.3964094e-03  2.4248118e+00
  3.7877497e-01  2.2523282e+00 -2.3552923e+00  0.0000000e+00]","[  9.418393   -54.695766    -1.0725107    6.0774536    0.60111576
  -3.164162    -0.5763754    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 5.9691030e-03  7.3008090e-01  1.3422332e-03  2.4514432e+00
  3.7999964e-01  2.2648957e+00 -2.3476560e+00  0.0000000e+00]","[ 0.02783764 -0.05077887 -0.0020202  -0.1624376   0.00225988 -0.11402134
 -0.03061114  0.        ]",4.8,144,24,8920,0,False
145,"[ 1.0982787e-02  7.2151285e-01  1.5188515e-03  2.4190030e+00
  3.7876901e-01  2.2482429e+00 -2.3578815e+00  0.0000000e+00]","[ -2.91103    -45.35865     -7.47349     17.869684     1.0728155
   1.1023045   -0.15160687   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 6.4235446e-03  7.2928512e-01  1.3058011e-03  2.4487414e+00
  3.7990952e-01  2.2633080e+00 -2.3482332e+00  0.0000000e+00]","[ 0.02811157 -0.05351812 -0.00325286 -0.1714429  -0.0021914  -0.10861132
 -0.03211772  0.        ]",4.8333335,145,24,8921,0,False
146,"[ 1.1413859e-02  7.1972179e-01  1.2531198e-03  2.4143231e+00
  3.7840852e-01  2.2453251e+00 -2.3594322e+00  0.0000000e+00]","[ 1.1374038e+01 -5.5014370e+01 -2.3910413e+00  6.1370382e+00
  5.4260623e-01  3.8108820e-01 -3.9333858e-02  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 8.4963357e-03  7.2622675e-01  1.1965050e-03  2.4364715e+00
  3.7927866e-01  2.2574062e+00 -2.3517709e+00  0.0000000e+00]","[ 0.03249437 -0.04790266 -0.00143811 -0.19003557 -0.0096901  -0.0920046
 -0.05677098  0.        ]",4.866667,146,24,8922,0,False
147,"[ 1.1872951e-02  7.1732223e-01  1.3241565e-03  2.4059360e+00
  3.7871790e-01  2.2413135e+00 -2.3623085e+00  0.0000000e+00]","[ 1.1374038e+01 -5.5014370e+01 -2.3910413e+00  6.1370382e+00
  5.4260623e-01  3.8108820e-01 -3.9333858e-02  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 8.4963357e-03  7.2622675e-01  1.1965050e-03  2.4364715e+00
  3.7927866e-01  2.2574062e+00 -2.3517709e+00  0.0000000e+00]","[ 0.03249437 -0.04790266 -0.00143811 -0.19003557 -0.0096901  -0.0920046
 -0.05677098  0.        ]",4.9,147,24,8923,0,False
148,"[ 1.3170544e-02  7.1509016e-01  1.9068040e-04  2.3983245e+00
  3.7649322e-01  2.2373054e+00 -2.3640914e+00  0.0000000e+00]","[ -3.261361   -48.715904    -0.09729039  15.808765     0.64122814
   0.8560558    0.80372745   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 1.0141530e-02  7.2331798e-01  1.2578643e-03  2.4252255e+00
  3.7893736e-01  2.2515635e+00 -2.3556268e+00  0.0000000e+00]","[ 0.02568048 -0.04646455  0.0010957  -0.17329189 -0.00527306 -0.09306607
 -0.06149619  0.        ]",4.9333334,148,24,8924,0,False
149,"[ 1.4621764e-02  7.1426666e-01 -7.0059014e-04  2.3943839e+00
  3.7300581e-01  2.2331960e+00 -2.3676732e+00  0.0000000e+00]","[ -3.6136684 -47.613747    0.2983985  18.668318    0.7154091   0.8347307
   0.6259888   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 1.0530778e-02  7.2227293e-01  1.2674517e-03  2.4219677e+00
  3.7881273e-01  2.2497554e+00 -2.3567333e+00  0.0000000e+00]","[ 0.02290699 -0.04982014  0.0010957  -0.16901182 -0.00561547 -0.09361392
 -0.0598184   0.        ]",4.9666667,149,24,8925,0,False
150,"[ 1.4567912e-02  7.1232253e-01 -9.9923799e-04  2.3885710e+00
  3.7302750e-01  2.2296112e+00 -2.3692706e+00  0.0000000e+00]","[ -2.641906   -46.994785    -0.3864027   15.911705     0.434501
   0.12031518  -0.6542526    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 1.1027404e-02  7.2044748e-01  1.2501944e-03  2.4163456e+00
  3.7859222e-01  2.2465801e+00 -2.3587275e+00  0.0000000e+00]","[ 1.5819177e-02 -5.1258244e-02 -1.3696257e-04 -1.5856841e-01
 -6.1633158e-03 -8.8991433e-02 -5.5367120e-02  0.0000000e+00]",5.0,150,24,8926,0,False
151,"[ 1.4991376e-02  7.0843965e-01 -1.4873650e-03  2.3795440e+00
  3.7199187e-01  2.2233860e+00 -2.3727171e+00  0.0000000e+00]","[-5.2559221e-01 -4.3184971e+01 -9.0778708e-02  1.5973478e+01
  1.8585705e+00 -1.3487990e-02  3.2398278e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 1.1625657e-02  7.1873713e-01  9.9133514e-04  2.4108386e+00
  3.7765265e-01  2.2435908e+00 -2.3606930e+00  0.0000000e+00]","[ 0.01866115 -0.06036625 -0.00496489 -0.18983012 -0.02040742 -0.10528997
 -0.06769375  0.        ]",5.0333333,151,24,8927,0,False
152,"[ 0.01596324  0.7055112  -0.00247618  2.3724134   0.36898977  2.2200086
 -2.3759575   0.        ]","[ 11.799207  -48.137745   -7.1955833   6.959886   -4.050816   -3.0086157
  -3.1483445   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 1.3174977e-02  7.1570748e-01 -2.6844664e-05  2.4003193e+00
  3.7492791e-01  2.2368968e+00 -2.3649805e+00  0.0000000e+00]","[ 0.0296524  -0.05896239 -0.0193802  -0.20773798 -0.0524909  -0.12857361
 -0.08272539  0.        ]",5.0666666,152,24,8928,0,False
153,"[ 0.01666559  0.7043119  -0.00345788  2.3688085   0.36640623  2.2172532
 -2.3780425   0.        ]","[ -1.2297797  -48.849957     2.77719     18.805798     2.9503706
   0.57479805   0.5717648    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 1.3669686e-02  7.1448225e-01 -3.6815539e-04  2.3959782e+00
  3.7419927e-01  2.2341068e+00 -2.3666792e+00  0.0000000e+00]","[ 0.0243451  -0.05071039 -0.01643551 -0.18349561 -0.03821256 -0.11840414
 -0.07310377  0.        ]",5.1,153,24,8929,0,False
154,"[ 0.01707478  0.7013123  -0.00379507  2.359082    0.3634648   2.2118242
 -2.3859527   0.        ]","[ -4.0290327 -46.559513    2.7202394  20.18402     2.6300104   0.8527947
  -0.1405904   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 1.4501871e-02  7.1160221e-01 -9.6257293e-04  2.3881147e+00
  3.7278226e-01  2.2290564e+00 -2.3697243e+00  0.0000000e+00]","[ 0.02085255 -0.06769375 -0.01462075 -0.19130246 -0.03376127 -0.1260398
 -0.07611695  0.        ]",5.133333,154,24,8930,0,False
155,"[ 0.01786426  0.69831836 -0.00471411  2.3529134   0.36062413  2.2078624
 -2.389425    0.        ]","[  8.619995   -57.469048    -9.079276     4.555868    -5.76121
  -3.2905817   -0.19539377   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 1.4910293e-02  7.1026760e-01 -1.3153885e-03  2.3845694e+00
  3.7179285e-01  2.2268243e+00 -2.3713906e+00  0.0000000e+00]","[ 0.0221537  -0.07526093 -0.01691488 -0.20373182 -0.04297201 -0.13004597
 -0.08412926  0.        ]",5.1666665,155,24,8931,0,False
156,"[ 0.01798062  0.69668704 -0.00467322  2.348491    0.35916093  2.205128
 -2.3940673   0.        ]","[  9.463418  -53.761395   -7.414871    6.050831   -5.5624223  -2.3961687
  -3.2526002   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.01583068  0.70611244 -0.00242752  2.37298     0.3681554   2.220075
 -2.377883    0.        ]","[ 0.01643551 -0.07419948 -0.01985957 -0.20695044 -0.0649545  -0.12052706
 -0.11593881  0.        ]",5.2,156,24,8932,0,False
