,action,observation.effort,observation.force_torque,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index,next.done
275,"[ 0.03406808  0.35338524 -0.01092839  1.6976241   0.35636604  1.7981904
 -2.6427202   1.        ]","[ -1.327789  -37.252796   -1.1676234   4.080576    3.8694303  -2.9339185
  -3.3651853   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.0341119   0.35683653 -0.01159689  1.7031616   0.3507543   1.8035146
 -2.6412158   1.        ]","[ 0.00030817 -0.0203047   0.00599211 -0.03112474  0.03365855 -0.03112474
 -0.01270328  0.        ]",9.166667,275,24,9051,0,False
276,"[ 0.03404618  0.3530459  -0.01093208  1.697166    0.35676524  1.7976565
 -2.6428125   1.        ]","[ 1.1216482e+00 -2.8065969e+01  7.5745219e-01  1.3342966e+01
 -3.3288460e+00  6.7533261e-01  3.1612837e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35606378 -0.01147609  1.7019843   0.35187793  1.8023143
 -2.6414938   1.        ]","[ 0.0001712  -0.01931172  0.00332134 -0.0285567   0.02790612 -0.02948119
 -0.00705357  0.        ]",9.2,276,24,9052,0,False
277,"[ 0.03404238  0.35301998 -0.01090576  1.6972721   0.35700592  1.7977623
 -2.642603    1.        ]","[-5.0456178e-01 -2.8137423e+01 -5.1902145e-01  1.2657112e+01
 -2.7640078e+00  2.2819306e-01  3.2191342e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35515875 -0.01136488  1.7004925   0.35319716  1.8009299
 -2.6418908   1.        ]","[ 3.4240642e-05 -2.0270461e-02  2.6022887e-03 -3.2528609e-02
  2.8796380e-02 -3.1193225e-02 -8.6286422e-03  0.0000000e+00]",9.233334,277,24,9053,0,False
278,"[ 0.0341309   0.35218346 -0.01093076  1.6962522   0.35784492  1.7967409
 -2.642392    1.        ]","[-6.2546766e-01 -2.8131836e+01 -6.1028069e-01  1.2154701e+01
 -2.7180867e+00  5.7207394e-02  3.2609722e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35476565 -0.01131503  1.6998827   0.35384336  1.8003451
 -2.642069    1.        ]","[ 7.4246165e-16 -2.0647107e-02  2.4995669e-03 -3.2871015e-02
  3.0987782e-02 -3.1227466e-02 -9.2449738e-03  0.0000000e+00]",9.266666,278,24,9054,0,False
279,"[ 0.03412027  0.35164893 -0.01098522  1.6956854   0.35855177  1.7962133
 -2.6422527   1.        ]","[-1.1575111e+00 -3.6305969e+01 -1.0232989e+00  3.6113353e+00
  4.2381711e+00 -3.1517684e+00  3.4059084e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35446078 -0.01127092  1.699459    0.35431698  1.7998964
 -2.6422014   1.        ]","[ 7.4246165e-16 -2.0133497e-02  2.5338077e-03 -3.0782338e-02
  3.1090504e-02 -2.9960562e-02 -8.9710485e-03  0.0000000e+00]",9.3,279,24,9055,0,False
280,"[ 0.03406819  0.35149363 -0.01091051  1.6955608   0.35910788  1.7960995
 -2.6424253   1.        ]","[ 1.2006965e+00 -2.7267172e+01  8.4960526e-01  1.2318736e+01
 -3.4886556e+00 -5.2726910e-02  3.1669692e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35390663 -0.01117313  1.6986536   0.35528913  1.7991217
 -2.642368    1.        ]","[ 7.4246165e-16 -1.6606711e-02  2.7050108e-03 -2.4550540e-02
  2.8659418e-02 -2.3728766e-02 -5.8893906e-03  0.0000000e+00]",9.333333,280,24,9056,0,False
281,"[ 0.03391084  0.35136268 -0.01078375  1.6955788   0.3599828   1.7959971
 -2.6428301   1.        ]","[-2.4154754e-01 -2.7944223e+01 -2.9839370e-01  1.1993300e+01
 -2.9556265e+00 -1.1847673e-01  2.9552612e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35339275 -0.0111367   1.6979346   0.3560983   1.7983911
 -2.642374    1.        ]","[ 7.4246165e-16 -1.6983358e-02  2.0201979e-03 -2.3523321e-02
  2.7460996e-02 -2.3831487e-02 -2.2256419e-03  0.0000000e+00]",9.366667,281,24,9057,0,False
282,"[ 0.03359253  0.35066524 -0.0106375   1.6943723   0.3623319   1.794878
 -2.6434252   1.        ]","[ 6.9190842e-01 -2.7661549e+01  4.2392489e-01  1.2632201e+01
 -2.3749409e+00 -2.2830264e-01  3.5147849e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35240906 -0.01107726  1.6966633   0.3575153   1.7971659
 -2.642374    1.        ]","[ 7.4246165e-16 -1.7565450e-02  1.0614599e-03 -2.2701547e-02
  2.5303835e-02 -2.1879770e-02  1.1419437e-15  0.0000000e+00]",9.4,282,24,9058,0,False
283,"[ 0.03334532  0.34981602 -0.01072164  1.6948591   0.36345395  1.7956154
 -2.6428165   1.        ]","[ 1.1536468e-01 -2.7607132e+01 -5.6513667e-02  1.2847143e+01
 -1.8677247e+00 -3.5685295e-01  3.4356294e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35210803 -0.01104658  1.696297    0.35806948  1.7968341
 -2.642374    1.        ]","[ 7.4246165e-16 -1.4689236e-02  1.2326632e-03 -1.7907856e-02
  2.3078194e-02 -1.6914878e-02  1.1419437e-15  0.0000000e+00]",9.433333,283,24,9059,0,False
284,"[ 0.03327596  0.34956917 -0.01076385  1.6948296   0.36386505  1.7956928
 -2.6426983   1.        ]","[ 4.7693399e-01 -2.7854895e+01  2.9152393e-01  1.3263642e+01
 -1.2785211e+00 -6.1429989e-01  3.2683990e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03411573  0.35179356 -0.01098138  1.6959174   0.35885754  1.7964584
 -2.6424851   1.        ]","[ 7.4246165e-16 -1.0991246e-02  1.7120321e-03 -1.3319610e-02
  2.3968451e-02 -1.2634797e-02 -1.9859574e-03  0.0000000e+00]",9.466666,284,24,9060,0,False
285,"[ 0.0332087   0.34925705 -0.010824    1.6951609   0.3641018   1.7962815
 -2.6422746   1.        ]","[-1.9880299e-02 -2.8019590e+01 -4.0884629e-02  1.3076869e+01
 -1.1717027e+00 -3.7440927e+00  3.3348543e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03408697  0.35152704 -0.01092194  1.6955492   0.3596744   1.7960882
 -2.6426942   1.        ]","[-0.00051361 -0.01109397  0.00232836 -0.01444955  0.03064537 -0.01414139
 -0.00571819  0.        ]",9.5,285,24,9061,0,False
286,"[ 0.03308532  0.3488096  -0.01079612  1.6947386   0.36525294  1.7959406
 -2.6427815   1.        ]","[-5.6936091e-01 -2.9681433e+01 -4.4135690e-01  1.4452902e+01
 -1.2945739e+00 -8.7161732e-01  3.7653793e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03386454  0.35086167 -0.01084524  1.6951063   0.36136562  1.795791
 -2.642838    1.        ]","[-0.00448552 -0.01496316  0.00198596 -0.01174454  0.03872617 -0.00907377
 -0.00472521  0.        ]",9.533334,286,24,9062,0,False
287,"[ 0.03241198  0.34819418 -0.01069735  1.6955535   0.36778256  1.7973491
 -2.6427002   1.        ]","[-8.3622396e-02 -2.9796206e+01 -1.5965295e-01  1.6300323e+01
 -7.2037530e-01 -6.3357002e-01  3.2295492e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03364979  0.35022315 -0.01080306  1.6949855   0.36254486  1.7957872
 -2.6428208   1.        ]","[-5.3415401e-03 -1.5647974e-02  1.0957005e-03 -4.0061553e-03
  3.0405691e-02 -8.9025672e-04  6.8481284e-05  0.0000000e+00]",9.566667,287,24,9063,0,False
288,"[ 0.03235804  0.34803423 -0.01071865  1.6956593   0.36805505  1.7973295
 -2.6426165   1.        ]","[-7.9548776e-01 -3.0164227e+01 -6.6101247e-01  7.6872959e+00
 -1.4350393e-01 -6.4114374e-01  3.9243130e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03344078  0.34972078 -0.01077813  1.6949376   0.3636014   1.7958658
 -2.64279     1.        ]","[-0.00523882 -0.01355929  0.00071905 -0.00116418  0.02609137  0.00143811
  0.00089026  0.        ]",9.6,288,24,9064,0,False
289,"[ 0.03184595  0.3477541  -0.01049195  1.6966312   0.37024716  1.7986284
 -2.642725    1.        ]","[-5.6576443e-01 -3.1267828e+01 -4.9335486e-01  1.7267794e+01
  1.9109051e-01 -6.5242213e-01  3.6196175e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03332765  0.34954053 -0.01077238  1.6949357   0.3641191   1.7959789
 -2.64279     1.        ]","[-0.00575243 -0.01218967  0.00054785 -0.00089026  0.02811157  0.00342406
  0.00054785  0.        ]",9.633333,289,24,9065,0,False
290,"[ 0.0318393   0.34736058 -0.010728    1.6971723   0.3702073   1.7992989
 -2.641512    1.        ]","[-1.1462561e+00 -3.3985527e+01 -8.4635937e-01  1.9039560e+01
  3.5541892e-01 -7.0986152e-01  3.6853512e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.03302277  0.34917238 -0.01076471  1.6949357   0.36533862  1.7963778
 -2.64279     1.        ]","[-7.4644601e-03 -9.7928233e-03  2.3968449e-04 -3.4240642e-05
  3.1022022e-02  9.1422517e-03  1.1419437e-15  0.0000000e+00]",9.666667,290,24,9066,0,False
291,"[ 0.03150947  0.34704694 -0.01093235  1.6979902   0.37113267  1.8002986
 -2.6407142   1.        ]","[-1.2938181e+00 -3.5065247e+01 -9.5591009e-01  1.9602728e+01
  6.9334543e-01 -1.0319567e+00  3.9195539e-03  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.0328176   0.34894037 -0.01075321  1.6950085   0.36619574  1.7967364
 -2.64279     1.        ]","[-7.9095885e-03 -9.4161769e-03  3.0816579e-04  1.3011444e-03
  3.2323167e-02  1.2189669e-02  1.1419437e-15  0.0000000e+00]",9.7,291,24,9067,0,False
292,"[ 0.03139714  0.34699216 -0.0109518   1.6983163   0.37166318  1.8007145
 -2.6405346   1.        ]","[ 3.5340898e+00 -4.3033764e+01  2.4799860e+00  2.6546265e+01
  7.4620838e+00  2.0670938e+00  1.7311097e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.0323018   0.34828457 -0.01069185  1.695764    0.36839125  1.797931
 -2.6424813   1.        ]","[-0.00856016 -0.01095701  0.00099298  0.01318265  0.03526786  0.02009926
  0.00551274  0.        ]",9.733334,292,24,9068,0,False
293,"[ 0.03091423  0.34693328 -0.01103645  1.6998248   0.37311372  1.801938
 -2.6397982   1.        ]","[ 3.5340898e+00 -4.3033764e+01  2.4799860e+00  2.6546265e+01
  7.4620838e+00  2.0670938e+00  1.7311097e-04  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.0323018   0.34828457 -0.01069185  1.695764    0.36839125  1.797931
 -2.6424813   1.        ]","[-0.00856016 -0.01095701  0.00099298  0.01318265  0.03526786  0.02009926
  0.00551274  0.        ]",9.766666,293,24,9069,0,False
294,"[ 0.03059516  0.34700012 -0.01108108  1.7010497   0.37401214  1.8032236
 -2.639048    1.        ]","[  0.928818   -45.02327      0.55700314  19.713594     0.49136564
  -0.812038    -0.50991255   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03192598  0.34774962 -0.01069185  1.6969393   0.36993673  1.7992942
 -2.6415033   1.        ]","[-6.2317969e-03 -8.7656043e-03 -7.6575650e-17  1.9756850e-02
  2.5303835e-02  2.2872750e-02  1.6367028e-02  0.0000000e+00]",9.8,294,24,9070,0,False
295,"[ 0.03027113  0.34671608 -0.01169749  1.7032962   0.37393686  1.8056555
 -2.6362274   1.        ]","[ -1.0369952  -37.640373    -0.8407859   19.654884     0.2917138
  -1.4238482   -0.79818445   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03177833  0.34763455 -0.01069185  1.6974475   0.3705139   1.7998369
 -2.6411717   1.        ]","[-6.5057222e-03 -6.8823691e-03 -7.6575650e-17  2.1503124e-02
  2.6468016e-02  2.4687503e-02  1.6298546e-02  0.0000000e+00]",9.833333,295,24,9071,0,False
296,"[ 0.03009354  0.34684852 -0.01163705  1.7038361   0.37461346  1.8061242
 -2.6362062   1.        ]","[-10.033502  -45.758514    2.4078813  29.220455    8.410868    2.042041
  -0.6299872   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.03139675  0.34740064 -0.0107743   1.6986728   0.37177366  1.8010066
 -2.6403952   1.        ]","[-0.0084232  -0.00537578 -0.00147235  0.02681042  0.02800885  0.02657074
  0.01732576  0.        ]",9.866667,296,24,9072,0,False
297,"[ 0.02947188  0.3471     -0.01166826  1.7060512   0.3763149   1.8085923
 -2.635243    1.        ]","[  1.5545061  -41.62375      0.9104295   21.384893     8.168184
  -0.85719305  -0.48589504   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03125678  0.34734118 -0.0108184   1.699133    0.372184    1.8015109
 -2.6399944   1.        ]","[-0.00883409 -0.00486217 -0.00215716  0.02852246  0.02749524  0.02831701
  0.01999654  0.        ]",9.9,297,24,9073,0,False
298,"[ 0.02903365  0.34722054 -0.01174746  1.7074364   0.3773189   1.8099597
 -2.6343417   1.        ]","[ -6.873342   -46.26414     -5.1373687   21.249352     0.20836437
  -1.4102794   -0.31784567   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.03095957  0.34722805 -0.01093345  1.7003659   0.3728858   1.8027668
 -2.6389225   1.        ]","[-0.0084232  -0.00335558 -0.00308166  0.0329395   0.02246186  0.03345311
  0.0278034   0.        ]",9.933333,298,24,9074,0,False
299,"[ 0.02863419  0.34783602 -0.01173686  1.7098963   0.3786912   1.8122665
 -2.6335475   1.        ]","[  1.3020163  -47.795746    -0.23240349  22.109991     0.5382568
  -0.8799643    0.47516727   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.0305243   0.3471782  -0.01118272  1.7021242   0.37391356  1.8045367
 -2.6377242   1.        ]","[-0.01003251 -0.00167779 -0.00588939  0.04160238  0.0235918   0.04132846
  0.02941271  0.        ]",9.966666,299,24,9075,0,False
300,"[ 0.02825966  0.34780508 -0.01169286  1.7110177   0.37968814  1.813536
 -2.6332307   1.        ]","[  1.2615747  -46.802998    -2.1851943   19.598133     0.19726484
  -0.37322146  -0.51161414   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02995864  0.34712452 -0.0114109   1.7043064   0.37526155  1.8066938
 -2.636334    1.        ]","[-0.0117103  -0.0010957  -0.00482793  0.04533461  0.02787188  0.04492372
  0.0288991   0.        ]",10.0,300,24,9076,0,False
301,"[ 0.02747332  0.34807715 -0.01179172  1.7144243   0.38196203  1.8169239
 -2.6313696   1.        ]","[  1.2615747  -46.802998    -2.1851943   19.598133     0.19726484
  -0.37322146  -0.51161414   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02995864  0.34712452 -0.0114109   1.7043064   0.37526155  1.8066938
 -2.636334    1.        ]","[-0.0117103  -0.0010957  -0.00482793  0.04533461  0.02787188  0.04492372
  0.0288991   0.        ]",10.033334,301,24,9077,0,False
302,"[ 0.02703072  0.34843403 -0.01188375  1.7166705   0.38364702  1.8194292
 -2.6294277   1.        ]","[  1.3847033 -30.343933   -1.0830922  21.315893    0.7537407  -1.334657
  -0.7600665   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.02922425  0.34711877 -0.01158539  1.7073034   0.37717712  1.8099536
 -2.6346984   1.        ]","[-1.2497835e-02 -5.6304170e-16 -2.8762140e-03  4.9957097e-02
  3.2562852e-02  5.5675283e-02  2.7529476e-02  0.0000000e+00]",10.066667,302,24,9078,0,False
303,"[ 0.02656208  0.3488866  -0.01209852  1.7199626   0.38455838  1.8227675
 -2.6274219   1.        ]","[-10.859256  -29.417582    1.9564424  30.975975    8.386892    2.7239954
   2.979008    0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.02898265  0.34718013 -0.01161223  1.7083619   0.37777537  1.811102
 -2.634244    1.        ]","[-0.01386746  0.00130114 -0.00243109  0.0577982   0.03578147  0.06430393
  0.02824853  0.        ]",10.1,303,24,9079,0,False
304,"[ 0.02617592  0.34934527 -0.01192458  1.7213954   0.386228    1.824113
 -2.627005    1.        ]","[  0.6407423  -30.777714    -0.76616037  21.12132      0.5628223
  -0.21692054   0.35476357   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02832879  0.34739488 -0.01168893  1.7112648   0.37975803  1.8139937
 -2.6327693   1.        ]","[-0.01506588  0.00472521 -0.00174627  0.0651257   0.04345138  0.06738558
  0.03242589  0.        ]",10.133333,304,24,9080,0,False
305,"[ 0.0257522   0.35016206 -0.01214843  1.7253294   0.38782707  1.8280245
 -2.6236758   1.        ]","[-11.03907   -26.95274     2.228056   30.197557    7.054888    2.4295542
   3.9259775   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.02802583  0.34758663 -0.01174646  1.7126722   0.38064966  1.8154855
 -2.6318507   1.        ]","[-0.01527133  0.00674541 -0.00215716  0.06731711  0.0455743   0.07022756
  0.03855496  0.        ]",10.166667,305,24,9081,0,False
306,"[ 0.02552115  0.35107806 -0.01217455  1.7279426   0.38877365  1.8307751
 -2.6218836   1.        ]","[-10.817047  -25.950176    1.6090436  30.492825    7.6859446   3.3887548
   2.8759952   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.02749085  0.3480008  -0.01185959  1.7152666   0.3821779   1.8181258
 -2.6301923   1.        ]","[-0.01386746  0.01023795 -0.00287621  0.06502298  0.03995883  0.06875521
  0.04307473  0.        ]",10.2,306,24,9082,0,False
307,"[ 0.02528518  0.35175377 -0.01224241  1.7304673   0.39026642  1.8321217
 -2.6197739   1.        ]","[ 1.3294798e+00 -3.4323906e+01 -1.9881988e+00  2.0328194e+01
  2.2526622e-02 -6.2752461e-01 -6.0368133e-01  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.02716872  0.34832487 -0.01188643  1.7169406   0.3831884   1.819654
 -2.6293159   1.        ]","[-0.01349081  0.0118815  -0.00205444  0.06611868  0.0404382   0.06526267
  0.03927402  0.        ]",10.233334,307,24,9083,0,False
308,"[ 0.02523874  0.3522165  -0.01261962  1.733132    0.3904905   1.8343998
 -2.616551    1.        ]","[ 2.0894752e+00 -3.5295849e+01 -1.5931110e+00  2.1508244e+01
  2.8083980e-01 -5.2029407e-01  2.9670831e-02  0.0000000e+00]",[0. 0. 0. 0. 0. 0.],"[ 0.02644199  0.34929702 -0.01198423  1.7210228   0.38551238  1.8239089
 -2.6265585   1.        ]","[-0.0129772   0.01736001 -0.00174627  0.07289833  0.04149966  0.07597999
  0.04923804  0.        ]",10.266666,308,24,9084,0,False
309,"[ 0.02470225  0.35354283 -0.01224896  1.7359738   0.39288905  1.8368409
 -2.615994    1.        ]","[ -9.902857  -25.7546      1.1804383  31.324507    7.871558    3.165484
   3.4646094   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.02631352  0.34953094 -0.01200148  1.722043    0.3859611   1.8248254
 -2.6259181   1.        ]","[-0.01242935  0.01814754 -0.00178051  0.07772626  0.04143118  0.07690448
  0.05146369  0.        ]",10.3,309,24,9085,0,False
310,"[ 0.0243063   0.35472208 -0.01208023  1.7387209   0.39449814  1.8397459
 -2.6146495   1.        ]","[ -1.3891422  -33.401157    -1.1368134   21.103857     0.76245147
  -0.59444463  -0.4779054    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02588593  0.35032094 -0.01208969  1.7254388   0.38752764  1.8280162
 -2.6232605   1.        ]","[-0.00992979  0.0182845  -0.00188324  0.0788562   0.03598692  0.07334346
  0.0588939   0.        ]",10.333333,310,24,9086,0,False
311,"[ 0.02357138  0.35714275 -0.01204025  1.7453728   0.39730775  1.8466859
 -2.6101515   1.        ]","[  1.2302344  -25.924728     0.56399405  30.99916      8.49459
   2.6212566    2.9837706    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02548709  0.35142156 -0.0122124   1.7291913   0.38927254  1.8312068
 -2.6204169   1.        ]","[-0.00958738  0.02540656 -0.00297894  0.09070347  0.04081485  0.07803442
  0.07108358  0.        ]",10.366667,311,24,9087,0,False
312,"[ 0.0235147   0.3576256  -0.01231713  1.7475771   0.39727443  1.8486454
 -2.608064    1.        ]","[  2.6200006  -33.466946    -0.06539866  21.520824     1.0727036
  -0.46721712  -0.42906722   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02508442  0.35251263 -0.01223925  1.7326006   0.39104238  1.8341789
 -2.6182694   1.        ]","[-0.01040915  0.02818005 -0.00106146  0.0892996   0.0446498   0.07693873
  0.05844878  0.        ]",10.4,312,24,9088,0,False
313,"[ 0.02331893  0.35834774 -0.01225716  1.7493052   0.3982192   1.8499922
 -2.6072922   1.        ]","[ -8.942229   -33.71326      0.11535795  21.952248     7.881521
  -0.49761593   0.12549418   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02486199  0.353201   -0.01223925  1.7344912   0.39203754  1.8359354
 -2.61714     1.        ]","[-0.0104434   0.02989208 -0.00030817  0.08844358  0.04533461  0.07936981
  0.05437414  0.        ]",10.433333,313,24,9089,0,False
314,"[ 0.02288576  0.3599084  -0.01253593  1.7553233   0.3984758   1.8570089
 -2.6036742   1.        ]","[  2.4194973  -34.232628     0.7136007   22.803045     0.3968242
  -0.21147023  -0.38821453   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.0243366   0.3549555  -0.01223925  1.739494    0.3943021   1.8407788
 -2.6137824   1.        ]","[-1.10939685e-02  3.67402099e-02 -7.83103731e-17  1.01865910e-01
  4.69096787e-02  1.00051157e-01  6.86182454e-02  0.00000000e+00]",10.466666,314,24,9090,0,False
315,"[ 0.02232474  0.36212236 -0.0122793   1.759652    0.40093285  1.860962
 -2.6015918   1.        ]","[  2.5343187  -33.836143    -0.7807832   21.591034     7.453107
  -1.1740972   -0.43037915   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02415061  0.3555844  -0.01223925  1.7412772   0.39502883  1.842637
 -2.612496    1.        ]","[-1.1230931e-02  3.7904393e-02 -7.8310373e-17  1.0669384e-01
  4.5916703e-02  1.0734441e-01  7.5055487e-02  0.0000000e+00]",10.5,315,24,9091,0,False
316,"[ 0.02187761  0.3641483  -0.01208147  1.7640259   0.40253708  1.864682
 -2.5996337   1.        ]","[  2.5118134  -34.068302    -0.55623776  20.276712     0.66009957
  -0.58098125  -0.67089057   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02375561  0.35698992 -0.012245    1.7459615   0.39626175  1.8473117
 -2.6094298   1.        ]","[-1.03749149e-02  3.63293216e-02 -1.02721926e-04  1.15493685e-01
  3.49939354e-02  1.16657868e-01  7.77262598e-02  0.00000000e+00]",10.533334,316,24,9092,0,False
317,"[ 0.02155038  0.36526802 -0.01211863  1.7676363   0.40300015  1.8681042
 -2.5980058   1.        ]","[  2.5788136  -34.872303    -0.55623776  20.735113     1.0182246
  -0.42698124  -0.68489057   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02353127  0.35781637 -0.01228527  1.7485406   0.39687726  1.8500288
 -2.607754    1.        ]","[-0.01030643  0.03745926 -0.00082178  0.11888351  0.03047417  0.12425929
  0.07947253  0.        ]",10.566667,317,24,9093,0,False
318,"[ 0.02113066  0.3663196  -0.01214812  1.7710427   0.40415585  1.8709968
 -2.5963118   1.        ]","[  2.4978204  -34.350048    -0.23567154  19.407518     0.49886093
  -0.6871329   -0.43765303   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02296177  0.35989875 -0.01234279  1.7543678   0.39875638  1.8558348
 -2.6044693   1.        ]","[-0.01016947  0.03718534 -0.00102722  0.10405731  0.03355583  0.10368066
  0.05865422  0.        ]",10.6,318,24,9094,0,False
319,"[ 0.02070525  0.3685591  -0.01227565  1.7768564   0.4060845   1.8754914
 -2.5926344   1.        ]","[ -0.451647  -33.11616    -0.5849594  21.52161     0.7808075  -0.3510555
  -0.447349    0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.02280838  0.36057562 -0.01234279  1.7559938   0.3993949   1.8572825
 -2.6036487   1.        ]","[-0.00982706  0.03780167 -0.00047937  0.09902394  0.03684293  0.09402481
  0.0534154   0.        ]",10.633333,319,24,9095,0,False
320,"[ 0.01989871  0.37108877 -0.0119799   1.7830148   0.4104347   1.8796749
 -2.5889523   1.        ]","[  1.8226358  -34.460777     0.21745495  22.897741     0.7607483
  -0.27697223   0.29658046   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02230025  0.36254102 -0.01234279  1.7608643   0.4009826   1.8618443
 -2.6012325   1.        ]","[-1.18130213e-02  4.71836068e-02 -7.83103731e-17  1.16007298e-01
  3.97533849e-02  1.07310176e-01  5.77982031e-02  0.00000000e+00]",10.666667,320,24,9096,0,False
321,"[ 0.02000787  0.37230366 -0.0123017   1.7867424   0.41030097  1.8824618
 -2.5854812   1.        ]","[-10.036974  -26.272516    0.2584931  31.122334    8.224892    2.555765
   3.3101065   0.       ]",[0. 0. 0. 0. 0. 0.],"[ 0.02197811  0.36367616 -0.01233704  1.7638727   0.40190297  1.8646419
 -2.599689    1.        ]","[-1.29429633e-02  4.89298776e-02  1.02721926e-04  1.25046819e-01
  3.84180024e-02  1.13815896e-01  6.12565093e-02  0.00000000e+00]",10.7,321,24,9097,0,False
322,"[ 0.01965814  0.3745627  -0.01204272  1.7911581   0.4121245   1.8862067
 -2.583328    1.        ]","[  1.4972504  -34.131577     0.2648245   21.361292     1.1294025
  -0.19411391  -0.58271366   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.021516    0.36545366 -0.01231211  1.7687105   0.40343502  1.8687011
 -2.5971234   1.        ]","[-0.01194998  0.04547158  0.00054785  0.12288967  0.03759623  0.10436548
  0.06368759  0.        ]",10.733334,322,24,9098,0,False
323,"[ 0.01939959  0.37699777 -0.01159425  1.7959373   0.4139998   1.8893722
 -2.5820534   1.        ]","[-10.392507   -24.857267     0.38168028  24.03974      8.0858755
  -0.22641292   0.52523446   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.0210443   0.36731938 -0.01225651  1.7735674   0.40559602  1.8724383
 -2.594228    1.        ]","[-0.01273752  0.05009406  0.00119842  0.13175799  0.0532442   0.10395459
  0.0764936   0.        ]",10.766666,323,24,9099,0,False
324,"[ 0.01925854  0.3801082  -0.01141498  1.8031807   0.41675624  1.8940327
 -2.5766604   1.        ]","[  1.763559   -34.629986    -0.07507686  19.344217    -0.37880653
  -1.0422175   -0.6997486    0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02053233  0.36981976 -0.01225075  1.7802538   0.40801778  1.8774812
 -2.5898736   1.        ]","[-0.01301144  0.06111955  0.00051361  0.16260882  0.06218101  0.12179396
  0.10265344  0.        ]",10.8,324,24,9100,0,False
325,"[ 0.01917143  0.3813058  -0.01131781  1.8061842   0.4191072   1.8953257
 -2.5734031   1.        ]","[  1.582988   -32.780296     0.37438288  20.650343     0.61172915
   0.09916276  -0.51121193   0.        ]",[0. 0. 0. 0. 0. 0.],"[ 0.02035209  0.37078235 -0.01223925  1.782731    0.40889215  1.8793662
 -2.5883605   1.        ]","[-0.01109397  0.05772972  0.00030817  0.15274751  0.05454534  0.11210386
  0.09755159  0.        ]",10.833333,325,24,9101,0,False
