,action,observation.effort,observation.state,observation.qvel,timestamp,frame_index,episode_index,index,task_index
57,"[-0.65325826 -0.6843159   0.6879309   1.3177326   0.3032459   1.6798946
 -0.14103924  0.        ]","[-3.3813173e-01  1.8903025e+00 -9.9277534e+00  1.7193338e+01
 -1.7015411e-01 -2.1173816e+00  1.2584800e-02  0.0000000e+00]","[-0.6644936  -0.6601755   0.65795314  1.3485378   0.28366372  1.6874038
 -0.17412408  0.        ]","[ 0.04632759 -0.10398883  0.11782205 -0.08902567  0.08019158 -0.02465326
  0.14867286  0.        ]",1.9,57,124,74457,0
58,"[-0.65250444 -0.68616176  0.69030434  1.3148394   0.30493382  1.6788722
 -0.13824695  0.        ]","[ -3.4654205   1.3079346 -12.741202   16.857635   -1.0136913  -2.627734
   0.4187086   0.       ]","[-0.6612569  -0.6672433   0.6655732   1.3417557   0.2890806   1.6859024
 -0.16494513  0.        ]","[ 0.06485178 -0.14405039  0.15692486 -0.13737346  0.11015215 -0.03088506
  0.19390476  0.        ]",1.9333333,58,124,74458,0
59,"[-0.6512297  -0.6912577   0.69465023  1.3073633   0.30921116  1.6752591
 -0.13102128  0.        ]","[ -4.2233667    1.6787397  -13.822065    15.717494    -1.6748693
  -3.2078068    0.04648663   0.        ]","[-0.6601716  -0.66937166  0.66860664  1.3389064   0.2909367   1.6853099
 -0.16178896  0.        ]","[ 0.06762527 -0.14090024  0.16997056 -0.15398017  0.11227506 -0.03297374
  0.19260362  0.        ]",1.9666667,59,124,74459,0
60,"[-0.6482646  -0.69718766  0.7009082   1.299472    0.31361702  1.6729141
 -0.12420481  0.        ]","[11.431525    1.1933554  -9.540118   16.490208   -1.0216141  -3.652138
  0.13280441  0.        ]","[-0.65785533 -0.6742766   0.6751816   1.332084    0.29477358  1.6838411
 -0.15503944  0.        ]","[ 0.06752255 -0.13853765  0.18397497 -0.18397497  0.10936461 -0.03903433
  0.19000132  0.        ]",2.0,60,124,74460,0
61,"[-0.6454696  -0.7035596   0.70451075  1.2934669   0.31752205  1.6711822
 -0.1182412   0.        ]","[  9.527962  -10.728018   -1.5350288   8.352084    5.392915   -3.2069561
   3.331951    0.       ]","[-0.65556204 -0.6791144   0.6815649   1.3249682   0.29890957  1.6818795
 -0.14803682  0.        ]","[ 0.05790093 -0.12199941  0.16195823 -0.17832527  0.10083869 -0.04625911
  0.17421639  0.        ]",2.0333333,61,124,74461,0
62,"[-0.6440926  -0.70761865  0.70625067  1.2889876   0.32032794  1.6691569
 -0.11434827  0.        ]","[ -2.2345586    3.7495859  -13.806607    16.776302    -1.1240739
  -2.7810304   -0.57781255   0.        ]","[-0.6537788  -0.68395025  0.6870604   1.3179522   0.30292478  1.6793561
 -0.14106871  0.        ]","[ 0.04838203 -0.12244454  0.14480367 -0.17873615  0.10039356 -0.06060594
  0.17671596  0.        ]",2.0666666,62,124,74462,0
63,"[-0.6369876  -0.72021383  0.71154106  1.2798746   0.3262026   1.6700627
 -0.10611038  0.        ]","[ 0.03728146 -0.16076088  1.0290138   8.590582    5.992009   -4.944814
  2.6562455   0.        ]","[-0.6505095  -0.69222224  0.6955817   1.3061329   0.30978933  1.6751224
 -0.13025415  0.        ]","[ 0.04581398 -0.11080272  0.11669211 -0.15767816  0.09084042 -0.05505895
  0.1458309   0.        ]",2.1,63,124,74463,0
64,"[-0.6350306  -0.7243309   0.7132162   1.2753555   0.32868576  1.6688488
 -0.10267656  0.        ]","[ -2.0313473    3.8850112  -13.00891     19.335678    -1.0584749
  -3.4580603   -0.19359124   0.        ]","[-0.64970225 -0.6940228   0.6971789   1.3041234   0.3110376   1.6745394
 -0.12828106  0.        ]","[ 0.04954621 -0.11477464  0.11518552 -0.15158333  0.08899143 -0.05129248
  0.14230411  0.        ]",2.1333334,64,124,74464,0
65,"[-0.6288827  -0.73519975  0.7173736   1.2646345   0.33379313  1.6690414
 -0.09609561  0.        ]","[ -3.4885974    2.662261   -15.100361    18.619427    -1.61715
  -3.6120603   -0.64159125   0.        ]","[-0.6490599  -0.6953209   0.6984425   1.3024493   0.31197143  1.6740352
 -0.12667038  0.        ]","[ 0.05173761 -0.1161785   0.11100816 -0.14939192  0.08512224 -0.0492038
  0.13836643  0.        ]",2.1666667,65,124,74465,0
66,"[-0.6261779  -0.74072665  0.7187581   1.258248    0.33688068  1.668036
 -0.09219646  0.        ]","[ 12.150616  -12.248436   -1.0635427   8.475986    5.6782713  -5.8547792
   3.2021546   0.       ]","[-0.6433803  -0.70810276  0.7059073   1.2895927   0.31998265  1.6706834
 -0.11479545  0.        ]","[ 0.06584476 -0.14131114  0.07457612 -0.13347003  0.08241723 -0.02650226
  0.12203365  0.        ]",2.2,66,124,74466,0
67,"[-0.6211603  -0.749156    0.72243345  1.2476939   0.3412187   1.6675128
 -0.08696912  0.        ]","[ 1.8019831 -1.6572767 -0.8049485 16.54042    6.7526345 -6.3403335
  3.6389484  0.       ]","[-0.64175814 -0.7113395   0.70740676  1.286705    0.32170838  1.6704073
 -0.11227781  0.        ]","[ 0.07865076 -0.15658246  0.0766648  -0.14117417  0.08477983 -0.01544253
  0.12593709  0.        ]",2.2333333,67,124,74467,0
68,"[-0.6173212  -0.75663024  0.72440237  1.23872     0.34546137  1.6659524
 -0.08225095  0.        ]","[  1.1024243    0.92235416 -10.328958    17.253515     0.3358715
  -3.2691844    0.05536803   0.        ]","[-0.63540745 -0.7232873   0.71249187  1.2755032   0.3278692   1.6696327
 -0.10373353  0.        ]","[ 0.10768682 -0.20188282  0.08563585 -0.18996708  0.1019344  -0.01266904
  0.14391342  0.        ]",2.2666667,68,124,74468,0
69,"[-0.6120982  -0.76321626  0.7322437   1.2292643   0.34961572  1.6658415
 -0.07734245  0.        ]","[ -2.7072668   5.756172  -13.7849455  19.386223   -2.0331914  -4.0500836
  -0.8670355   0.       ]","[-0.6328495  -0.7279621   0.71438825  1.2712157   0.3302795   1.6694217
 -0.10079021  0.        ]","[ 0.11124784 -0.20595747  0.08656035 -0.19784243  0.10515302 -0.01006675
  0.14117417  0.        ]",2.3,69,124,74469,0
70,"[-0.6080223  -0.7705433   0.73541385  1.2200079   0.35417074  1.6635162
 -0.07248286  0.        ]","[12.9868145 -6.5185127 -0.7642788  7.391774   5.898537  -2.558227
  3.3895774  0.       ]","[-0.6265199  -0.7399386   0.718647    1.258683    0.33632144  1.6682616
 -0.09305703  0.        ]","[ 0.09224429 -0.17712684  0.0625919  -0.18914531  0.09077194 -0.01818178
  0.11641818  0.        ]",2.3333333,70,124,74470,0
71,"[-0.6047787  -0.7764085   0.7370858   1.2124614   0.357907    1.6610653
 -0.06839152  0.        ]","[ -1.6014526    1.1465715  -11.156423    15.883644    -0.30952004
  -1.8495492    0.11468548   0.        ]","[-0.62187964 -0.7474321   0.72271585  1.2489556   0.34065688  1.6674294
 -0.08765166  0.        ]","[ 0.0984076  -0.16188976  0.08152697 -0.20568354  0.08943656 -0.01739425
  0.1110424   0.        ]",2.3666666,71,124,74471,0
72,"[-0.59985566 -0.7848612   0.741617    1.2015187   0.36341825  1.6583191
 -0.06273934  0.        ]","[ 3.7585473   1.9170715  -6.1140227  15.597144    0.43537998 -1.1495491
 -0.5013145   0.        ]","[-0.6193179  -0.75194013  0.7252546   1.243071    0.34327805  1.666883
 -0.08446098  0.        ]","[ 0.11145329 -0.18558428  0.10477637 -0.24475211  0.10765258 -0.02235914
  0.13360699  0.        ]",2.4,72,124,74472,0
73,"[-0.59402287 -0.79265165  0.7495992   1.1912866   0.3689545   1.6563761
 -0.05666487  0.        ]","[ -5.970372     5.5958304  -20.278795    21.15114     -2.4784255
  -3.7772262   -0.66096365   0.        ]","[-0.6146584  -0.75912297  0.72985464  1.2339399   0.347485    1.6659741
 -0.0798437   0.        ]","[ 0.12097219 -0.19462381  0.1196368  -0.2495458   0.11073424 -0.02410541
  0.12936115  0.        ]",2.4333334,73,124,74473,0
74,"[-0.5900318  -0.80036366  0.75081205  1.1819507   0.37406003  1.6522244
 -0.05195957  0.        ]","[ -3.5941339    2.3824298  -15.039387    17.133114    -2.2566388
  -2.7714064    0.02767815   0.        ]","[-0.61257607 -0.7625227   0.7315631   1.2297406   0.34955394  1.665186
 -0.07759258  0.        ]","[ 0.11076848 -0.1729495   0.10313281 -0.21708567  0.09987996 -0.02869366
  0.11182994  0.        ]",2.4666667,74,124,74474,0
75,"[-0.58703804 -0.8060112   0.7524689   1.1749296   0.3778184   1.6492318
 -0.04846473  0.        ]","[ -5.4863224  10.114651  -20.031593   25.563494   -3.0345476  -2.899881
  -0.8636975   0.       ]","[-0.60291195 -0.7795173   0.7395398   1.208238    0.36005598  1.6600223
 -0.06624305  0.        ]","[ 0.13062805 -0.2220848   0.11182994 -0.28707355  0.13840067 -0.06865249
  0.14843318  0.        ]",2.5,75,124,74475,0
76,"[-0.57733506 -0.81823707  0.76837003  1.1607074   0.38812378  1.6452161
 -0.03712926  0.        ]","[ -2.1195726   5.659151  -15.075143   17.64177    -1.4444726  -2.129881
  -0.7376975   0.       ]","[-0.6000051  -0.783868    0.74255407  1.2026352   0.36311817  1.6587548
 -0.06300634  0.        ]","[ 0.11278868 -0.17976338  0.11049455 -0.24269767  0.12011617 -0.05286755
  0.12871058  0.        ]",2.5333333,76,124,74476,0
77,"[-0.5747947  -0.82284933  0.7695445   1.1548947   0.3917246   1.6418387
 -0.03418275  0.        ]","[ 0.04016925  4.2088666  -1.0618434  15.269282    0.04287174 -3.3969555
 -0.40153715  0.        ]","[-0.5967952  -0.7889359   0.74611866  1.1961887   0.36630887  1.657238
 -0.05934972  0.        ]","[ 0.10296161 -0.15781513  0.1107     -0.2012665   0.10234528 -0.04694392
  0.11559641  0.        ]",2.5666666,77,124,74477,0
78,"[-0.5703762  -0.8295612   0.7769739   1.1472604   0.39851427  1.6365801
 -0.0271937   0.        ]","[-4.8951378e+00  7.8406534e+00 -1.7171946e+01  1.9892586e+01
 -2.4619935e+00 -2.1832125e+00 -1.3091719e-02  0.0000000e+00]","[-0.5929238  -0.7952425   0.7489642   1.1882292   0.37071523  1.654498
 -0.05530001  0.        ]","[ 0.08899143 -0.14627603  0.07228199 -0.18503644  0.0982364  -0.05992112
  0.09631893  0.        ]",2.6,78,124,74478,0
79,"[-0.5701935  -0.8295941   0.7780151   1.1479663   0.3989356   1.6364614
 -0.02664795  0.        ]","[ -1.0928879    7.371653   -14.607771    17.715187    -0.58541846
  -2.9392126   -0.47509173   0.        ]","[-0.59195554 -0.7972654   0.74956435  1.1857442   0.37192705  1.6535201
 -0.05396545  0.        ]","[ 0.07960949 -0.13843492  0.05550408 -0.17339462  0.09108011 -0.0625919
  0.08909415  0.        ]",2.6333334,79,124,74479,0
80,"[-0.5658079  -0.8374852   0.78223217  1.1390173   0.40614083  1.6302127
 -0.01959811  0.        ]","[ 1.8452698   3.083406   -7.9608035  14.118098    0.13695087 -1.7449205
  0.20037505  0.        ]","[-0.5879154  -0.8036851   0.75408006  1.1778442   0.3767246   1.6506343
 -0.04881127  0.        ]","[ 0.08943656 -0.15076154  0.09135403 -0.18544732  0.10731018 -0.06899489
  0.11587033  0.        ]",2.6666667,80,124,74480,0
81,"[-0.5629848  -0.8419748   0.78677934  1.1358393   0.41093254  1.6266739
 -0.01445908  0.        ]","[ -2.6227248   3.247034  -16.305899   18.89892    -1.9275054  -3.9816704
  -0.2087191   0.       ]","[-0.5829779  -0.810473    0.7603866   1.1693842   0.3821664   1.6477964
 -0.04334071  0.        ]","[ 0.12473866 -0.17466152  0.15891083 -0.21715416  0.13566142 -0.07303529
  0.14268076  0.        ]",2.7,81,124,74481,0
82,"[-0.55949634 -0.84581965  0.79696125  1.1365559   0.41716814  1.6233543
 -0.00728821  0.        ]","[10.953857  -5.633867  -2.3855045  6.609717   6.8084536 -3.3591595
  3.4993932  0.       ]","[-0.57621497 -0.8205455   0.76896924  1.1579331   0.39070874  1.6422147
 -0.034946    0.        ]","[ 0.09443569 -0.14223564  0.12552619 -0.15952715  0.12244454 -0.08190361
  0.12398537  0.        ]",2.7333333,82,124,74482,0
83,"[-5.5678487e-01 -8.5038233e-01  8.0333412e-01  1.1325153e+00
  4.2361876e-01  1.6176612e+00 -7.7624188e-04  0.0000000e+00]","[ -5.530486    8.822064  -18.4944     17.506905   -2.3998199  -3.6506474
  -0.6517872   0.       ]","[-0.5735995  -0.8245549   0.7727582   1.1534519   0.39426374  1.639557
 -0.03126445  0.        ]","[ 0.08676579 -0.12758063  0.12175973 -0.14182474  0.11302836 -0.08224602
  0.1163497   0.        ]",2.7666667,83,124,74483,0
84,"[-0.5543277  -0.85517865  0.8099214   1.1280577   0.43051264  1.6114129
  0.00670436  0.        ]","[  1.746065     0.9159194  -13.57737      9.63567     -0.81614465
  -2.862479     0.07961089   0.        ]","[-0.5663515  -0.8366523   0.7825411   1.1406739   0.40604472  1.6303569
 -0.01921886  0.        ]","[ 0.09470962 -0.15589765  0.12922418 -0.16171856  0.15254207 -0.11997921
  0.16028045  0.        ]",2.8,84,124,74484,0
85,"[-0.5538422  -0.85602117  0.82019836  1.127761    0.4360414   1.6067667
  0.01308133  0.        ]","[  0.72431505   5.002919   -12.273795    11.053844    -0.54396963
  -2.764479    -0.2843891    0.        ]","[-0.56455284 -0.83935785  0.78573567  1.138883    0.40890366  1.6283896
 -0.01617199  0.        ]","[ 0.09655862 -0.15261054  0.14514609 -0.13706529  0.15233661 -0.11491159
  0.16195823  0.        ]",2.8333333,85,124,74485,0
86,"[-0.5533775  -0.85773176  0.82417333  1.1256796   0.43975756  1.6029546
  0.01737968  0.        ]","[ -4.301464     6.91385    -14.573953    14.910914    -1.6383246
  -3.6919067   -0.03980905   0.        ]","[-0.5617112  -0.8429627   0.79159737  1.1374582   0.41334647  1.6255652
 -0.01147801  0.        ]","[ 0.0764936  -0.10272193  0.15195997 -0.04951197  0.11700027 -0.07823987
  0.12795728  0.        ]",2.8666666,86,124,74486,0
87,"[-0.5531739  -0.8592517   0.836144    1.1236386   0.44722906  1.595716
  0.02564154  0.        ]","[ 11.145711    -5.6543493  -14.728832     8.319689    -0.57093215
  -2.8095965    0.3400305    0.        ]","[-0.5580986  -0.8488647   0.8009163   1.1331593   0.42186582  1.6187907
 -0.0025234   0.        ]","[ 0.05430566 -0.09361392  0.14733748 -0.07039876  0.13422331 -0.10929613
  0.14343405  0.        ]",2.9,87,124,74487,0
88,"[-0.5533883  -0.86027414  0.84020424  1.122351    0.4505855   1.5918796
  0.02989005  0.        ]","[ 11.179211    -6.3913493  -13.668782     9.494339    -0.05523215
  -4.2095966    0.9000305    0.        ]","[-5.5689061e-01 -8.5080904e-01  8.0556041e-01  1.1315314e+00
  4.2552245e-01  1.6157899e+00  1.4975488e-03  0.0000000e+00]","[ 0.05279907 -0.08953928  0.17418215 -0.07601423  0.1498028  -0.12062979
  0.16233489  0.        ]",2.9333334,88,124,74488,0
89,"[-0.5542086  -0.8609906   0.847044    1.1211227   0.45552105  1.5860343
  0.03578799  0.        ]","[ -3.7668812    7.7368207  -17.372997    16.178495    -1.8371339
  -3.2372184    0.23827182   0.        ]","[-0.55438256 -0.8554052   0.81815827  1.1278862   0.43492573  1.6074739
  0.01195738  0.        ]","[ 0.02865942 -0.05410022  0.14449552 -0.04341713  0.1086798  -0.09731191
  0.1202189   0.        ]",2.9666667,89,124,74489,0
90,"[-0.5552072  -0.86126107  0.8557383   1.1203169   0.46064168  1.5802834
  0.04179537  0.        ]","[ -2.0581632    8.313674   -12.931357    14.70691     -0.5295438
  -3.6326962    0.27283478   0.        ]","[-0.5541851  -0.8561089   0.8205436   1.1272745   0.43656135  1.6057845
  0.0139899   0.        ]","[ 0.02338636 -0.0490326   0.1383322  -0.04115725  0.102448   -0.09594228
  0.11792477  0.        ]",3.0,90,124,74490,0
91,"[-0.5556357  -0.86164254  0.8588997   1.1192738   0.46303758  1.5770308
  0.0450283   0.        ]","[ -3.6467597    8.28083    -19.11256     16.079224    -2.168599
  -3.5132833   -0.77546334   0.        ]","[-0.5536923  -0.8578155   0.8285778   1.1253686   0.44217762  1.6004481
  0.02021211  0.        ]","[ 0.01010099 -0.03619236  0.16771066 -0.03995883  0.11545945 -0.10987822
  0.13148406  0.        ]",3.0333333,91,124,74491,0
92,"[-0.55674756 -0.8625355   0.86495644  1.1172171   0.46794257  1.5705582
  0.05151923  0.        ]","[ -3.181711     5.6803126  -13.878792    17.184603    -0.08378233
  -2.6599648    0.3653041    0.        ]","[-0.55363476 -0.8586726   0.8336246   1.124034    0.44570196  1.5965902
  0.0245341   0.        ]","[ 0.00558122 -0.02893334  0.16161583 -0.04156814  0.1107     -0.11535673
  0.13271673  0.        ]",3.0666666,92,124,74492,0
93,"[-0.5564182 -0.8640588  0.8730392  1.1139487  0.4723172  1.5665244
  0.0565039  0.       ]","[-8.277787  -2.6608102 -2.341899   8.34828    5.3220253 -4.726452
  1.9964023  0.       ]","[-0.55432504 -0.8605862   0.8485752   1.121455    0.45603138  1.5854189
  0.03649149  0.        ]","[-0.01068308 -0.0232494   0.19934902 -0.03050841  0.13192919 -0.14487216
  0.15449378  0.        ]",3.1,93,124,74493,0
94,"[-0.5555303  -0.86570424  0.8800472   1.1087599   0.47579136  1.5630658
  0.06060003  0.        ]","[ 1.6996493e+00  8.7450132e+00 -2.0085283e+01  1.5919710e+01
 -2.8502698e+00 -3.0002921e+00  4.7150776e-03  0.0000000e+00]","[-0.55449957 -0.86087     0.85113114  1.1210562   0.45765167  1.5836568
  0.03831692  0.        ]","[-0.01208695 -0.01968837  0.17897584 -0.02585169  0.11484312 -0.12710127
  0.13312761  0.        ]",3.1333334,94,124,74494,0
95,"[-0.5556297  -0.866633    0.88328224  1.106477    0.4783117   1.5597026
  0.0638988   0.        ]","[  2.924285     8.693798   -18.569736    14.979789    -1.1960678
  -2.8264194   -0.49832016   0.        ]","[-0.55511504 -0.8613762   0.85559887  1.1200111   0.46079057  1.5797184
  0.04243183  0.        ]","[-0.01331961 -0.01301144  0.11576761 -0.02448206  0.07676752 -0.09522323
  0.09953755  0.        ]",3.1666667,95,124,74495,0
96,"[-0.5553815  -0.8679015   0.8880042   1.1024871   0.4811606   1.556214
  0.06728627  0.        ]","[ -8.349365    7.652714  -16.505144   15.092278   -1.7548189  -1.9575121
  -0.4207648   0.       ]","[-0.5556884  -0.8617022   0.8585575   1.119156    0.4632315   1.5767348
  0.04537899  0.        ]","[-0.02016774 -0.01311417  0.11662363 -0.03078234  0.08786149 -0.11186418
  0.11371318  0.        ]",3.2,96,124,74496,0
97,"[-0.5544374  -0.86950237  0.8925185   1.0976019   0.48346913  1.5539961
  0.06965114  0.        ]","[-8.965191   1.45725   -4.8417053 16.457487   6.106287  -5.7493033
  3.300521   0.       ]","[-0.5560412  -0.8624251   0.8637405   1.1172673   0.46661586  1.5728365
  0.04955333  0.        ]","[-0.0129772  -0.0168464   0.12806    -0.04417043  0.08803269 -0.10501605
  0.10946734  0.        ]",3.2333333,97,124,74497,0
98,"[-0.5544174  -0.8709242   0.89698833  1.0932971   0.48655832  1.5497801
  0.073116    0.        ]","[  6.1560016    8.087265   -16.459332    16.12986     -1.4927683
  -2.4960544   -0.92728615   0.        ]","[-0.5560891  -0.86430997  0.87294436  1.1125176   0.47212285  1.5667984
  0.05632394  0.        ]","[ 1.3696257e-04 -3.0200247e-02  1.4713204e-01 -7.7657774e-02
  8.7450601e-02 -9.3168788e-02  1.0703625e-01  0.0000000e+00]",3.2666667,98,124,74498,0
99,"[-0.55342036 -0.8731812   0.90599084  1.083245    0.490976    1.5439888
  0.07739405  0.        ]","[  6.1560016    7.9030147  -17.762907    16.616909    -1.6216933
  -2.8180544   -0.04528616   0.        ]","[-0.5560431  -0.86500216  0.87615037  1.1106712   0.47404224  1.5646662
  0.05862875  0.        ]","[ 0.00133539 -0.03208348  0.15117244 -0.08464286  0.0892996  -0.09597652
  0.10833739  0.        ]",3.3,99,124,74499,0
100,"[-0.55223304 -0.8751991   0.91047645  1.0781225   0.49377498  1.5407053
  0.08018178  0.        ]","[-3.6105556  6.7067356 -5.418328  13.169153   5.871593  -5.576778
  3.523495   0.       ]","[-0.5556941  -0.8667605   0.88323164  1.1058027   0.47816867  1.5597862
  0.06361802  0.        ]","[ 0.00633452 -0.03376127  0.13720225 -0.09320303  0.08026007 -0.09450417
  0.09690102  0.        ]",3.3333333,100,124,74500,0
101,"[-0.5487855  -0.87899315  0.9176306   1.0704558   0.4977158   1.5377203
  0.08409216  0.        ]","[ 9.29254   -2.5430844 -4.9285793  6.832628   5.200262  -2.4723532
  3.0483732  0.       ]","[-0.5554103  -0.8676004   0.88601774  1.1033732   0.479787    1.5579895
  0.06545687  0.        ]","[ 0.01095701 -0.0369799   0.13727073 -0.10696777  0.07827411 -0.09203885
  0.09371664  0.        ]",3.3666666,101,124,74501,0
102,"[-0.5461511  -0.8828748   0.92444575  1.0627025   0.50254     1.5317134
  0.08868793  0.        ]","[ -0.12647617   6.840622   -13.620763    13.798176    -0.67738014
  -3.3367589    0.7407072    0.        ]","[-0.554837   -0.86946225  0.8925486   1.0971011   0.48364496  1.5532879
  0.06986132  0.        ]","[ 0.00941618 -0.03095354  0.10919341 -0.10525574  0.06324247 -0.07933557
  0.07378858  0.        ]",3.4,102,124,74502,0
